
Project information
boar-tasks (698316)	watchify (329831)	Package Manager: NPM
RepoID: 342569
Tag information:
CommitInfo{repo='GitHub', hash='f680a8bf0d60d36168b07976333a34be59735dac', version='v0.1.1'}
DependencyVersion(version=0.10.1, time=2014-05-16 09:37:07 UTC)
DependencyVersion(version=0.10.2, time=2014-05-29 21:16:26 UTC)
DependencyVersion(version=0.2.0, time=2013-09-22 16:15:48 UTC)
DependencyVersion(version=0.3.0, time=2013-10-22 18:08:54 UTC)
DependencyVersion(version=0.4.0, time=2013-11-30 00:03:15 UTC)
DependencyVersion(version=0.4.1, time=2013-11-30 00:17:09 UTC)
DependencyVersion(version=0.5.0, time=2013-12-24 00:54:48 UTC)
DependencyVersion(version=0.5.1, time=2014-01-21 04:22:54 UTC)
DependencyVersion(version=0.5.2, time=2014-01-21 07:51:33 UTC)
DependencyVersion(version=0.5.3, time=2014-01-21 08:31:15 UTC)
DependencyVersion(version=0.5.4, time=2014-01-23 19:05:18 UTC)
DependencyVersion(version=0.5.5, time=2014-01-30 02:44:07 UTC)
DependencyVersion(version=0.5.6, time=2014-02-02 02:48:14 UTC)
DependencyVersion(version=0.6.0, time=2014-02-09 02:27:03 UTC)
DependencyVersion(version=0.6.1, time=2014-02-10 04:33:50 UTC)
DependencyVersion(version=0.6.2, time=2014-03-15 04:23:41 UTC)
DependencyVersion(version=0.6.3, time=2014-03-21 06:44:41 UTC)
DependencyVersion(version=0.6.4, time=2014-04-05 23:20:56 UTC)
DependencyVersion(version=0.7.0, time=2014-04-14 10:18:00 UTC)
DependencyVersion(version=0.7.1, time=2014-04-18 20:59:49 UTC)
DependencyVersion(version=0.7.2, time=2014-04-19 04:46:11 UTC)
DependencyVersion(version=0.8.0, time=2014-04-22 22:36:36 UTC)
DependencyVersion(version=0.8.1, time=2014-04-22 23:32:45 UTC)
DependencyVersion(version=0.8.2, time=2014-04-23 00:09:42 UTC)
DependencyVersion(version=0.8.3, time=2014-05-02 21:53:29 UTC)
DependencyVersion(version=0.9.0, time=2014-05-10 10:34:23 UTC)
DependencyVersion(version=1.0.0, time=2014-07-25 07:47:30 UTC)
DependencyVersion(version=1.0.1, time=2014-07-27 06:47:44 UTC)
DependencyVersion(version=1.0.2, time=2014-08-11 12:35:02 UTC)
DependencyVersion(version=1.0.3, time=2014-09-23 15:39:01 UTC)
DependencyVersion(version=1.0.4, time=2014-09-24 09:45:18 UTC)
DependencyVersion(version=1.0.5, time=2014-09-24 11:09:05 UTC)
DependencyVersion(version=1.0.6, time=2014-09-25 12:34:19 UTC)
