1.0.0-1532124883785, true, 1.0.0-1532124883785, true
0.0.1-6f57437e-b1, true, 1.0.0, false
0.0.2-3c43671b-b4, true, 1.0.0, false
1.0.0-1533059066486, true, 1.0.0-1533059066486, true
0.1.0-20180603173255, true, 2.8.3, false
0.2.4-20180621213746, true, 0.0.8, false
0.3.2-20180724223010, true, 2.3.5, false
0.1.1, false, 1.1.20150312, true
0.1.0-20180723184713, true, 0.3.1-20180704121313, true
0.1.0-20180723184713, true, 0.0.16, false
0.1.0-20180723184713, true, 0.18.0-20180704102519, true
0.1.0-20180723184713, true, 0.3.2-20180704113629, true
0.0.0-development, false, 2.0.201604172, true
0.5.0-154442a9-b3, true, 1.0.0, false
0.1.4-991913d2-b5, true, 1.0.0, false
0.1.0-796599f4-b1, true, 1.0.0, false
0.3.255555, true, 0.20.0, false
0.3.255555, true, 3.0.22, false
0.3.255555, true, 4.14.104, false
0.3.255555, true, 5.8.0, false
0.0.2-4e31875c-b5, true, 1.0.0, false
0.0.1-22278869-b1, true, 1.0.0, false
0.1.0-55934164-b4, true, 1.0.0, false
0.1.0, false, 20180402.0.0, true
0.1.0, false, 20180204.0.0, true
1.0.0, false, 1.0.422034, true
1.0.0-1533059066486, true, 1.0.0-1533059066486, true
1.0.0-1534009135370, true, 1.0.0-1534009135370, true
0.0.1-14770376, true, 7.0.21, false
0.0.1-14770376, true, 0.0.1-14770376, true
0.0.1-14770376, true, 0.0.1-14770376, true
0.0.1-14770376, true, 7.0.21, false
0.0.1-14770376, true, 7.0.21, false
0.0.1-14770376, true, 0.0.1-14770376, true
0.0.1-14770376, true, 7.0.21, false
1.1.23002, true, 0.0.3, false
1.1.23002, true, 2.52.0, false
1.1.23002, true, 0.0.31, false
1.0.180816, true, 3.0.2, false
1.0.180816, true, 11.12.0, false
0.0.0, false, 20180506.0.0, true
1.0.0, false, 216113.0.0, true
1.0.0, false, 20160911.0.0, true
0.1.0-42836dd3-b11, true, 1.0.0, false
0.0.0, false, 20170218.0.0, true
0.0.1, false, 20170218.0.0, true
2.0.0-25595714.4ad1528, true, 0.28.11, false
7.1.2-20181010, true, 7.0.0, false
7.1.2-20181010, true, 7.0.0, false
7.1.2-20181010, true, 7.0.0, false
7.1.2-20181010, true, 7.0.0, false
7.1.2-20181010, true, 7.0.0, false
7.1.2-20181010, true, 7.1.2, false
7.1.2-20181010, true, 7.1.0, false
7.1.2-20181010, true, 7.0.0, false
7.1.2-20181010, true, 7.1.0, false
7.1.2-20181010, true, 7.0.0, false
7.1.2-20181010, true, 7.0.0, false
7.1.2-20181010, true, 7.1.2, false
0.0.1-1455296f-b2, true, 1.0.0, false
0.0.1-73a62769-b11, true, 1.0.0, false
3.0.0, false, 20180805.0.0, true
0.0.1-2969876a-b10, true, 1.0.0, false
0.0.1-554676d2-b9, true, 5.10.0, false
0.0.1-554676d2-b9, true, 7.0.0, false
0.0.1-554676d2-b9, true, 4.27.23, false
0.0.1-554676d2-b9, true, 2.8.3, false
0.0.1-554676d2-b9, true, 2.3.0, false
0.0.1-554676d2-b9, true, 1.1.1, false
0.0.1-554676d2-b9, true, 8.10.10, false
0.0.1-554676d2-b9, true, 3.9.1, false
0.0.1-554676d2-b9, true, 1.5.0, false
0.1.0-17e86744-b15, true, 2.22.2, false
0.0.1-22c17215-b2, true, 1.0.0, false
0.0.1-1531753678, true, 2.1.1, false
0.30.0-20181003135738, true, 5.1.2, false
0.30.0-20181003135738, true, 1.1.1, false
0.30.0-20181003135738, true, 0.18.0, false
0.30.0-20181003135738, true, 2.18.0, false
0.30.0-20181003135738, true, 4.6.1, false
0.30.0-20181003135738, true, 5.5.1, false
0.30.0-20181003135738, true, 3.1.0, false
0.30.0-20181003135738, true, 4.0.1, false
0.30.0-20181003135738, true, 2.1.0, false
0.30.0-20181003135738, true, 0.5.1, false
0.30.0-20181003135738, true, 1.0.0, false
0.30.0-20181003135738, true, 3.3.2, false
0.30.0-20181003135738, true, 5.2.0, false
0.30.0-20181003135738, true, 13.0.1, false
0.30.0-20181003135738, true, 1.0.0, false
0.30.0-20181003135738, true, 4.5.0, false
0.30.0-20181003135738, true, 3.1.3, false
0.30.0-20181003135738, true, 7.1.1, false
0.30.0-20181003135738, true, 5.6.1, false
0.30.0-20181003135738, true, 3.2.0, false
0.30.0-20181003135738, true, 1.0.6, false
0.30.0-20181003135738, true, 1.19.1, false
0.30.0-20181003135738, true, 12.0.2, false
0.30.0-20181003135738, true, 6.5.4, false
0.30.0-20181003135738, true, 0.10.0, false
0.30.0-20181003135738, true, 4.20.2, false
0.30.0-20181003135738, true, 0.2.0, false
0.30.0-20181003135738, true, 3.5.5, false
0.30.0-20181003135738, true, 4.2.0, false
0.30.0-20181003135738, true, 2.1.0, false
0.30.0-20181003135738, true, 2.3.8, false
0.30.0-20181003135738, true, 6.24.1, false
0.30.0-20181003135738, true, 0.4.0, false
0.30.0-20181003135738, true, 0.7.0, false
0.30.0-20181003135738, true, 3.1.2, false
0.30.0-20181003135738, true, 2.3.6, false
0.40.0-20181029085036, true, 2.22.2, false
0.0.1, false, 1.1.20150312, true
0.0.13-20181009095936, true, 2.1.0, false
0.0.13-20181009095936, true, 3.5.0, false
0.0.13-20181009095936, true, 0.2.0, false
0.0.13-20181009095936, true, 2.0.0, false
0.0.13-20181009095936, true, 3.17.1, false
0.0.13-20181009095936, true, 11.1.0, false
0.0.13-20181009095936, true, 6.0.0, false
0.0.13-20181009095936, true, 1.1.5, false
0.0.13-20181009095936, true, 4.5.0, false
0.0.13-20181009095936, true, 3.4.2, false
0.0.13-20181009095936, true, 2.3.8, false
0.0.13-20181009143927, true, 6.0.0, false
0.0.13-20181009143927, true, 3.5.0, false
0.0.13-20181009143927, true, 0.2.0, false
0.0.13-20181009143927, true, 4.5.0, false
0.0.13-20181009143927, true, 11.1.0, false
0.0.13-20181009143927, true, 3.17.1, false
0.0.13-20181009143927, true, 1.1.1, false
0.0.13-20181009143927, true, 1.1.5, false
0.0.13-20181009143927, true, 2.3.8, false
0.0.13-20181009143927, true, 3.4.2, false
0.1.0-20180527003106, true, 2.8.3, false
1.0.0, false, 1.20150623.0, true
1.0.0, false, 1.1.20150312, true
1.0.0-1531053741277, true, 16.4.1, false
1.0.0-1531053741277, true, 16.4.1, false
1.0.0-1531053741277, true, 2.1.2, false
1.0.0-1531053741277, true, 1.7.0, false
1.0.0-1531053741277, true, 16.4.1, false
1.0.0-1531053741277, true, 1.7.0, false
1.0.0-1531053741277, true, 2.1.2, false
1.0.0-1531053741277, true, 16.4.1, false
1.0.0-1531053741277, true, 16.4.1, false
1.0.0-1531053741277, true, 16.4.1, false
1.0.0-1531053741277, true, 16.4.1, false
1.0.0-1531053741277, true, 16.4.1, false
1.0.0-1531053741277, true, 2.1.2, false
