Project, Dependency, ProjName, DepName
2113838,1592681,SpreadsDB,Spreads.SQLite
1015778,1031058,JetBrains.Profiler.Snapshot,JetBrains.Profiler.Kernel.Core
3477426,3361304,Universal.Common.Search,Universal.Common.Serialization
2367526,2117107,ijw.Data.xTest,ijw.Data
1522329,2104424,Boilerplate.AspNetCore,Boilerplate
622786,630681,DD4T-MVC4,DD4TFramework
1286458,1027666,System.Waf.Uwp,System.Runtime.WindowsRuntime.UI.Xaml
1286458,1027644,System.Waf.Uwp,System.Runtime.WindowsRuntime
623467,609659,OpenLibrary-Contrib,OpenLibrary
1033040,1020169,nuget-bot.Microsoft.TeamFoundation.WorkItemTracking.Client,nuget-bot.Microsoft.TeamFoundation.WorkItemTracking.Common
2556383,1505410,Microsoft.Azure.Devices.Provisioning.Security.Tpm,Microsoft.TSS
2367528,2117118,ijw.Reflection.xTest,ijw.Reflection
1015990,1024396,JetBrains.Platform.Standalone.Ide,JetBrains.Platform.Core.Ide
1015785,1030756,SolrExpress.Solr5,SolrExpress.Core
1012081,621271,SharpRepository.AzureTableRepository,SharpRepository.Repository
1016293,1014989,System.Data.HashFunction.ELF64,System.Data.HashFunction.Interfaces
2301218,1027008,IdentityServer3.AccessTokenValidation.YiShe,IdentityModel
1776955,1027008,IdentityServer3.Contrib.RedisStores,IdentityModel
2568682,2172623,Vanara.Windows.Shell,Vanara.Core
1694486,1486410,Meerkat.Security.Hmac.WebApi,Meerkat.Caching
1551124,1211544,ImcFramework.WinServiceLib,ImcFramework.Core
623119,620533,Cassette.Views,Cassette
2523550,2523555,Microsoft.Configuration.ConfigurationBuilders.Json,Microsoft.Configuration.ConfigurationBuilders.Base
2601556,2202556,RS.SAAS.Documents,RS.SAAS.Configuration.Client
2442686,2408858,Miruken.AspNet,Miruken.Mediate
2523551,2523555,Microsoft.Configuration.ConfigurationBuilders.Environment,Microsoft.Configuration.ConfigurationBuilders.Base
2367536,2117100,ijw.Core.xTest,ijw.Core
1494620,1390710,OliveGameStudio.Core.Types,OliveGameStudio.Maths
2408863,2408858,Miruken.Mediate.Castle,Miruken.Mediate
3391881,3391869,CG.Plugin.FileSystem,CG.Plugin
2367538,2117100,ijw.Entity,ijw.Core
2607144,2553517,Sillycore.Daemon,Sillycore.Web
2605442,2606271,DuoMing.Framework.DataChangeTracking,DuoMing.Framework.Data.Simple
2603225,1626416,Altseed.Reactive.Input,AltseedDotNet
2367531,2117100,ijw.MessageModel,ijw.Core
2115463,1018622,IdentityServer3.Dapper,IdentityServer3
1015835,1028869,Tasslehoff,Tasslehoff.Logging
1015863,1027963,SolisSearch.EPiServer.Web,SolisSearch.EPiServer
2527535,2402342,Retyped.nexpect,Retyped.node
2277858,2277866,Lucene.Net.Suggest,Lucene.Net.Queries
1033040,1020724,nuget-bot.Microsoft.TeamFoundation.WorkItemTracking.Client,nuget-bot.Microsoft.TeamFoundation.WorkItemTracking.Client.QueryLanguage
2557577,2519656,SourceCode.Chasm.Serializer,SourceCode.Clay.Threading
1029187,615843,JetBrains.Profiler.History.Core,JetBrains.Annotations
2277858,2277904,Lucene.Net.Suggest,Lucene.Net.Misc
622862,628929,JuniorPersist.Data.PostgreSql,JuniorPersist.Data.Core
2606154,2586569,Pipaslot.Infrastructure.Security.EntityFrameworkCore,Pipaslot.Infrastructure.Security
2527533,2402342,Retyped.node-ipc,Retyped.node
2654698,2654700,SMessaging,SMessaging.Abstractions
2294294,2292810,Simplic.CommandShell,Simplic.CoreLib
2527532,2402342,Retyped.node-fetch,Retyped.node
1787821,1215979,uCommerce.MvcApp,uCommerce.Core
1401425,610969,NanoProfiler.EF,NanoProfiler.Data
1786333,1786333,Telegram.Net,Telegram.Net
1494658,1390710,OliveGameStudio.Core.Interfaces,OliveGameStudio.Maths
1494658,1390711,OliveGameStudio.Core.Interfaces,OliveGameStudio.Resolution
2654703,2654704,BravoData.Extensions,BravoData
2556385,2556382,Microsoft.Azure.Devices.Provisioning.Transport.Amqp,Microsoft.Azure.Devices.Provisioning.Client
1016194,1018449,EntityFramework.SqlServerCompact35.Design,EntityFramework.SqlServerCompact35
2179561,2179568,Ofl.Atlassian.Jira,Ofl.Atlassian.Jira.Contracts
2330988,631089,EntityFramework.Extension,EntityFramework
2277868,2277866,Lucene.Net.QueryParser,Lucene.Net.Queries
2527544,2402342,Retyped.logat,Retyped.node
2527541,2402342,Retyped.maildev,Retyped.node
2294294,2292869,Simplic.CommandShell,Simplic.Lexer
2165720,2084385,Mediator.Net.Middlewares.UnitOfWork,Mediator.Net
2291164,1865606,IBM.WatsonDeveloperCloud.SpeechToText.Temp,IBM.WatsonDeveloperCloud
2228797,2226129,GdNet.Layers.AppCommon.ServicesImpl,GdNet.Layers.AppCommon.Services
2277865,2277866,Lucene.Net.Spatial,Lucene.Net.Queries
622747,632199,WebAPIClient,WebAPIObjects
2527539,2402342,Retyped.node-dir,Retyped.node
1015990,1024561,JetBrains.Platform.Standalone.Ide,JetBrains.Platform.Standalone.TextControl
1033194,1015511,Archon.Json.Enums,Archon.Json
627456,1010659,Selenium.WebDriver.Extensions,Selenium.WebDriver.Extensions.QuerySelector
2164928,2109118,Toe.ContentPipeline.Blender,Toe.ContentPipeline
2527538,2402342,Retyped.modesl,Retyped.node
2277868,2277906,Lucene.Net.QueryParser,Lucene.Net.Sandbox
623318,615242,NContext.Extensions.Unity,NContext
2277874,2277882,Lucene.Net.Facet,Lucene.Net.Join
2709071,2542505,CreaSoft.ServiceAgent,CreaSoft.ServiceModel
2709071,2542506,CreaSoft.ServiceAgent,CreaSoft.Throw
1079431,630712,Microsoft.ProjectOxford.Emotion,Microsoft.Bcl.Build
623150,620441,FunScript.TypeScript.Binding.jquery_form,FunScript.TypeScript.Binding.lib
2301750,2586305,Naxam.BraintreeDropIn.iOS,Naxam.BraintreePaymentFlow.iOS
1016343,1014527,System.Net.Utilities,System.Net.Primitives
1311174,1311167,FourRoads.TelligentCommunity9.MetaData,FourRoads.TelligentCommunity9.RenderingHelper
2572789,2572790,Outsourcing.Mvc4.Core,Outsourcing.Tools.DataAccessFramework
2277874,2277866,Lucene.Net.Facet,Lucene.Net.Queries
622878,629009,NetOffice.Word.Net30,NetOffice.Core.Net30
1030757,1091908,Microsoft.Data.SQLite,Microsoft.Extensions.PlatformAbstractions
1840875,619394,SpecDrill,SpecFlow
2572789,2572740,Outsourcing.Mvc4.Core,Outsourcing.Base.Core
2277879,2277866,Lucene.Net.Grouping,Lucene.Net.Queries
622970,626148,NHibernate.Caches.Elasticache,NHibernate
1311169,1311167,FourRoads.TelligentCommunity9.Performance,FourRoads.TelligentCommunity9.RenderingHelper
2527534,2402775,Retyped.nodal,Retyped.fxn
2715635,3387780,Thor.Core,Thor.Core.Transmission.Abstractions
1016050,1023471,Cake.FileHelpers,Cake.Common
1999303,1999367,Google.Cloud.Diagnostics.AspNet,Google.Cloud.Trace.V1
1010692,1713798,boost-vc120,boost_bzip2-vc120
3409852,3362236,HotChocolate.AspNetClassic,HotChocolate
2654705,2654697,will.partnercenter.domain,will.partnercenter.sql
1999301,1999361,Google.Cloud.Logging.Log4Net,Google.Cloud.Logging.V2
1311181,1311167,FourRoads.TelligentCommunity9.CustomEditor,FourRoads.TelligentCommunity9.RenderingHelper
2277883,2277866,Lucene.Net.Expressions,Lucene.Net.Queries
1010692,1713770,boost-vc120,boost_python-vc120
3409853,3362236,HotChocolate.AspNetClassic.Authorization,HotChocolate
1557317,1545336,MasterCard-RePower,MasterCard-Core
2277884,2277872,Lucene.Net.Highlighter,Lucene.Net.Memory
1010692,1713753,boost-vc120,boost_zlib-vc120
2277884,2277866,Lucene.Net.Highlighter,Lucene.Net.Queries
1033123,1018371,AdamsLair.Duality.Plugins.Compatibility,AdamsLair.Duality
1046060,617311,NetOffice.MSFormsApi.Net40,NetOffice.Core.Net40
623014,624485,Microsoft.AspNet.SignalR.zh-Hant,Microsoft.AspNet.SignalR.JS
2302341,2568227,Veldrid.ImGui,Veldrid.SDL2
2277882,2277879,Lucene.Net.Join,Lucene.Net.Grouping
2405063,1481172,Microsoft.AspNetCore.Authentication.QQ,Microsoft.AspNetCore.Authentication.OAuth
1606084,1606082,Orchard.ResourceManagement,Orchard.ResourceManagement.Abstractions
2277881,2277884,Lucene.Net.ICU,Lucene.Net.Highlighter
2294292,2293636,Erden.EventSourcing.Targets.EventStore,Erden.Domain
622917,627528,IKVM.OpenJDK.Remoting,IKVM.OpenJDK.Naming
2294292,2293640,Erden.EventSourcing.Targets.EventStore,Erden.EventSourcing
622886,628493,HigLabo.Net.BoxNet.WinRT,HigLabo.Net.WinRT
1016361,1013623,ActionMailerNext.MandrillMailSender,ActionMailerNext
1311179,1311167,FourRoads.TelligentCommunity9.Links,FourRoads.TelligentCommunity9.RenderingHelper
2277885,2277866,Lucene.Net.Classification,Lucene.Net.Queries
3409851,3362236,HotChocolate.AspNetClassic.GraphiQL,HotChocolate
623014,624570,Microsoft.AspNet.SignalR.zh-Hant,Microsoft.AspNet.SignalR.SystemWeb.zh-Hant
1311180,1311167,FourRoads.TelligentCommunity9.MicroData,FourRoads.TelligentCommunity9.RenderingHelper
1016343,1014077,System.Net.Utilities,System.Runtime
623046,623573,NRConfig.MSBuild,NRConfig.Tool
622900,628703,Saltarelle.Web,Saltarelle.Runtime
623333,615282,Bonsai.Ephys,Bonsai.Dsp
2359743,2359934,MainSoftLib.Web,MainSoftLib.Logs
1952630,1875017,Chatham.Kit.ServiceDiscovery.Throttle,Chatham.Kit.ServiceDiscovery.Abstractions
1999359,1999360,Orc.Snapshots.Xaml,Orc.Snapshots
3476328,2349333,Cognitio.ConvNetSharp.Utils,Cognitio.ConvNetSharp.Flow
623440,612021,Microsoft.Owin.Security.Facebook.de,Microsoft.Owin.Security.Facebook
623023,624951,jquery-splitter,jquery.cookie
623274,617177,Microsoft.CodeAnalysis.CSharp.Workspaces,Microsoft.CodeAnalysis.Workspaces.Common
1117317,1030756,SolrExpress.Solr4.Signed,SolrExpress.Core
1032786,1029545,SMA.Tools4.Xpo.Server.Core,SMA.Tools4.Xpo.Server.Core.Service
2410517,2358665,Borg.Platform.EF,Borg.Infra
2589321,1010104,Microsoft.VisualStudio.Shell.Interop.15.3,Microsoft.VisualStudio.Shell.Interop.11.0
3391959,3391961,Tessa.Web.Client,Tessa.Web
3383586,1030086,Dapplo.Config.Registry,Dapplo.Config
3366723,2601409,Miki.Discord.Rest,Miki.Rest
1016330,1015290,Mumbai.Plataforma.Cliente.Negocio,Mumbai.Plataforma.Global.Geral
3424683,3426263,Anemonis.AspNetCore.JsonRpc,Anemonis.JsonRpc
2309609,2341431,Carbon.CI,Carbon.Platform.Security
3383589,1030086,Dapplo.Config.Ini,Dapplo.Config
1333383,624444,Google.Apis.Dfareporting.v2_5beta1,Google.Apis.Auth
1333384,624444,Google.Apis.Datastore.v1beta3,Google.Apis.Auth
1539350,1055274,NSwag.SwaggerUi.AspNet,NSwag.Core
3407902,1849217,Lykke.Service.Registration.Contract,Lykke.Common
3383587,1030086,Dapplo.Config.Language,Dapplo.Config
1033058,1020866,WisdomCloud.Identity,WisdomCloud.KendoUI
1027085,2255310,Microsoft.Azure.IoTHub.AmqpTransport,Microsoft.Azure.Uamqp
1032664,1033060,WaveEngine.Materials,WaveEngine.Common
1535938,1685241,ServiceStack.Authentication.IdentityServer,ServiceStack.Core
2545021,3432277,Rocket.Surgery.AspNetCore.Hosting,Rocket.Surgery.AspNetCore.Hosting.Abstractions
3430688,618729,LightBDD.Extensions.DependencyInjection,LightBDD.Core
622808,631391,QNH.Beers,QNH.Test.BestBeers
623317,615731,Caliburn.Micro.Silverlight.Extensions,Caliburn.Micro
1418119,619035,Beetlejs.Client.TypeScript,Beetlejs.Client
2263687,619394,Specflow.StepInterceptor,SpecFlow
2585282,2184066,Naxam.MapboxNavigationUI.Droid,Naxam.Mapbox.Droid
623303,616134,JuniorRoute.AutoRouting,JuniorRoute.Assets
2131070,2109118,Toe.ContentPipeline.Wad,Toe.ContentPipeline
2202858,1980877,LagoVista.IoT.DeviceAdmin.Rest,LagoVista.Core
2249818,1049415,Microsoft.NETcore.App,Microsoft.NETCore.Runtime.CoreCLR
3478571,2279251,Fable.Import.React-Sidebar,Fable.React
1016024,1025479,PervasiveDigital.Net.Azure.Storage,PervasiveDigital.Utility
1032664,1033919,WaveEngine.Materials,WaveEngine.Framework
1016384,1014299,PerfectShuffle.WebsharperExtensions,PerfectShuffle.Security
2131072,2109118,Toe.ContentPipeline.Bsp,Toe.ContentPipeline
623033,625050,Insight.Database.Providers.MySql,Insight.Database
623182,620441,FunScript.TypeScript.Binding.state_machine,FunScript.TypeScript.Binding.lib
1033303,1014077,System.AppContext,System.Runtime
2131073,2109118,Toe.ContentPipeline.Vox,Toe.ContentPipeline
1032864,1027658,EntityFramework.InMemory,EntityFramework.Core
623121,622428,Joshua.plugins.linkedcontents,Joshua.base
1029235,615843,JetBrains.Platform.Standalone.Shell,JetBrains.Annotations
2131074,2109118,Toe.ContentPipeline.Ply,Toe.ContentPipeline
1033301,1014077,System.Security.Cryptography.DeriveBytes,System.Runtime
622840,631106,nBuildKit.MsBuild.Projects.Common,nBuildKit.MsBuild
1421924,1024687,RadarSoft.RadarCube.Web.MSAS12,RadarSoft.RadarCube.Web
1409506,1409505,PerfectShuffle.EventSourcing.EventStore,PerfectShuffle.EventSourcing
3408321,3408313,Microsoft.Azure.IIoT.Auth,Microsoft.Azure.IIoT.Abstractions
3408321,3408319,Microsoft.Azure.IIoT.Auth,Microsoft.Azure.IIoT.Core
2281025,2179353,Fable.PowerPack,Fable.Core
3426450,3370617,Senparc.NeuChar.App,Senparc.NeuChar
3416072,2119626,Longbow.Tasks,Longbow.Component
1113591,621506,Skybrud.Social.UptimeRobot,Skybrud.Social
3408322,3408313,Microsoft.Azure.IIoT.Module.Framework,Microsoft.Azure.IIoT.Abstractions
3408322,3408319,Microsoft.Azure.IIoT.Module.Framework,Microsoft.Azure.IIoT.Core
2656216,2607283,Rsk.IdentityServer4.WsFederation.EntityFramework,Rsk.IdentityServer4.WsFederation
2179517,2180377,WebSocketManager,WebSocketManager.Common
3408323,3408320,Microsoft.Azure.IIoT.Module.Deployment,Microsoft.Azure.IIoT.Hub
2523603,2523555,Microsoft.Configuration.ConfigurationBuilders.Azure,Microsoft.Configuration.ConfigurationBuilders.Base
1720814,1720813,BenNagel.Adapter.FutureSimple,BenNagel.Utils
1809582,1590114,Cactus.Fileserver.AspNetCore,Cactus.Fileserver.Core
2311545,2281920,Naxis.FileStorage,Naxis.Core
2527527,2402342,Retyped.opn,Retyped.node
2556384,2556382,Microsoft.Azure.Devices.Provisioning.Transport.Mqtt,Microsoft.Azure.Devices.Provisioning.Client
2442684,2410945,Miruken.AspNet.Castle,Miruken.Http
2527528,2402342,Retyped.on-headers,Retyped.node
1999507,1994018,DeployR.Broker,DeployR.NetClient
2556381,2556382,Microsoft.Azure.Devices.Provisioning.Transport.Http,Microsoft.Azure.Devices.Provisioning.Client
2166323,1016606,Hangfire.Pipeline,Hangfire.Core
1269763,1023139,Attest.Tests.xUnit,Attest.Tests.Core
2442686,2410945,Miruken.AspNet,Miruken.Http
2527526,2402319,Retyped.openui5,Retyped.jquery
3430666,618729,LightBDD.Autofac,LightBDD.Core
1082886,1049290,TrackableData.Json,TrackableData
1425897,1425898,Dos.PanGu.Lucene.Analyzer,Dos.PanGu
1946741,1532392,JoshuaKearney.Measurements.Csv,JoshuaKearney.Measurements
1011802,631654,Ninject.Extensions.Conventions,Ninject.Extensions.Factory
1502624,620318,Microsoft.Restier.Publishers.OData,Microsoft.Spatial
1082887,1049290,TrackableData.Protobuf,TrackableData
3424524,3430590,VectronsLibrary.DI,VectronsLibrary.DI.Abstraction
1809584,1590114,Cactus.Fileserver.ImageResizer,Cactus.Fileserver.Core
2585385,608535,Xamarin.Forms.Navigation,Xamarin.Forms
1016307,1016258,AgileEFLib,AgileUtils
2342418,1849217,Lykke.Service.AntifraudDetector,Lykke.Common
1809583,1590114,Cactus.Fileserver.LocalStorage,Cactus.Fileserver.Core
1823427,1685241,ServiceStack.MsgPack.Core,ServiceStack.Core
1082889,1049290,TrackableData.MsSql,TrackableData
609902,1032673,SystemDotMobile,SystemDotBootstrapping
1116167,1067341,Microsoft.AspNet.SpaServices,Microsoft.AspNet.NodeServices
1016420,1013702,Microsoft.VisualStudio.ImageCatalog,Microsoft.VisualStudio.SDK.VsixSuppression
2527601,2402334,Retyped.react-side-effect,Retyped.react
1117346,1030756,SolrExpress.Solr5.Signed,SolrExpress.Core
623015,626148,NHibernate.Caches.SysCache,NHibernate
623540,609851,Zen.Core.NHibernate,Zen.Core
2527602,2402334,Retyped.redux-devtools-dock-monitor,Retyped.react
1835718,1830342,cloudscribe.Logging.EFCore.pgsql,cloudscribe.Logging.EFCore.Common
3293746,3293682,Rdd.Infra,Rdd.Application
3293746,3293683,Rdd.Infra,Rdd.Domain
3374760,2355173,Tizen.TV.UIControls,Tizen.NET
2527599,2402334,Retyped.react-svg-pan-zoom,Retyped.react
1016384,1014736,PerfectShuffle.WebsharperExtensions,PerfectShuffle.WebsharperExtensions.JavascriptBindings
1008354,1787959,Exceptionless.NLog,Exceptionless
2527600,2402334,Retyped.react-swipeable-views,Retyped.react
3434562,1025773,Microsoft.Azure.Kusto.Cloud.Platform.Azure.NETStandard,Microsoft.Azure.KeyVault
623571,609065,BclEx-Abstract.Web.Mvc2,BclEx-Abstract
2527597,2402342,Retyped.recursive-readdir,Retyped.node
1835716,1830232,cloudscribe.Core.Storage.EFCore.pgsql,cloudscribe.Core.Storage.EFCore.Common
623012,626387,Microsoft.AspNet.WebPages.Data.ko,Microsoft.AspNet.WebPages.Data
2527598,2402334,Retyped.react-tabs,Retyped.react
1016350,1015713,AMLEditorPluginContract,AMLEngine
3434560,1025773,Microsoft.Azure.Kusto.Ingest,Microsoft.Azure.KeyVault
1016400,1014154,GearsAndWires.Tools.ObservableNodes.Threading,GearsAndWires.Tools.ObservableNodes.Generic
2527595,2402342,Retyped.rsync,Retyped.node
2261540,2261541,Jagged.CLI,Jagged.Core
2199317,1569135,Elmah.Io.Log4Net,Elmah.Io.Client
1016309,1016957,Bricks.Helpers,Bricks.Core
2527596,2402342,Retyped.response-time,Retyped.node
2331189,2199581,RS.Deploy.Raj.Consumer,RS.DacPac
2428947,2315101,SyncSoft.ECP.MongoDB,SyncSoft.ECP
2527609,2402334,Retyped.react-highlight-words,Retyped.react
3392758,3370382,Bucket.AspNetCore,Bucket.Redis
1033327,1013611,Minion.Sitecore.Data.Fields,Minion.Sitecore
2277932,2277929,GraphiteWeb.StructureMap,GraphiteWeb
622931,628493,HigLabo.Net.Rss.WinRT,HigLabo.Net.WinRT
1032675,1033807,MNoreke.Public.RestApiUtil,MNoreke.Public.Utilities
2527610,2402334,Retyped.react-flexr,Retyped.react
2527607,2402334,Retyped.react-icon-base,Retyped.react
1521287,1091881,BusinessLight.Mvc,BusinessLight.Paging
623225,619443,jQuery.UI.Widgets.Autocomplete,jQuery.UI.Core
1835715,1830233,cloudscribe.Core.IdentityServer.EFCore.pgsql,cloudscribe.Core.IdentityServer.EFCore.Common
2527608,2402334,Retyped.react-holder,Retyped.react
2016712,1462133,DogmaSolutions.WixSharp,DogmaSolutions.Contracts
1016397,1014037,Xamarin.Google.iOS.PlayGames,Xamarin.Google.iOS.Core
2527605,2402334,Retyped.react-imageloader,Retyped.react
623218,619720,FubuSaml2,FubuCore
2527606,2402334,Retyped.react-hot-loader,Retyped.react
1015835,1031432,Tasslehoff,Tasslehoff.Extensibility
2162002,628946,Accord.Text,Accord.Math
2527603,2402334,Retyped.react-scrollbar,Retyped.react
2277934,2277929,GraphiteWeb.Bender,GraphiteWeb
3392758,3370445,Bucket.AspNetCore,Bucket.Core
2527604,2402334,Retyped.react-joyride,Retyped.react
2331669,612308,UmbracoTextFiles,UmbracoCms.Core
2527618,2402334,Retyped.react-custom-scrollbars,Retyped.react
1859958,2126933,Tizen.Library,Tizen.Messaging.Push
623136,622917,IKVM.OpenJDK.Corba,IKVM.OpenJDK.Remoting
2327103,2326703,IFramework.Unity.WebApi,IFramework.Unity
1859958,2126952,Tizen.Library,Tizen.Network.WiFi
2399051,620605,Common.Logging.NLog4412,Common.Logging
2527619,2402334,Retyped.redux-devtools-log-monitor,Retyped.react
1859958,2126934,Tizen.Library,Tizen.Uix.Tts
1859958,2126935,Tizen.Library,Tizen.Uix.Stt
1859958,2126937,Tizen.Library,Tizen.Network.Connection
1859958,2126938,Tizen.Library,Tizen.System.MediaKey
2130483,2130479,Duality.Plugins.Pathfindax.Tilemaps.core,Duality.Plugins.Pathfindax.core
2527616,2402334,Retyped.react-facebook-login,Retyped.react
3414174,608535,Xamarin.Forms.Clinical6.Android,Xamarin.Forms
3409654,3370271,openplannerteam.itinero-transit,openplannerteam.Json-LD.net
2527617,2402334,Retyped.react-flex,Retyped.react
2327095,2327097,Newbe.Mahua.CQP,Newbe.Mahua
2327108,2326703,IFramework.Unity.Mvc,IFramework.Unity
1016330,1016860,Mumbai.Plataforma.Cliente.Negocio,Mumbai.Plataforma.Global.Estrutura
2327095,2327092,Newbe.Mahua.CQP,Newbe.Mahua.PluginLoader
2327095,2327093,Newbe.Mahua.CQP,Newbe.Mahua.Msbuild
2394150,2345380,LFNT.Net.ApiInvoker,LFNT.Net.Core
2527615,2402334,Retyped.react-flatpickr,Retyped.react
2527614,2402334,Retyped.react-file-reader-input,Retyped.react
2327094,2327097,Newbe.Mahua.Amanda,Newbe.Mahua
2527619,2402186,Retyped.redux-devtools-log-monitor,Retyped.base16
2327094,2327092,Newbe.Mahua.Amanda,Newbe.Mahua.PluginLoader
2327094,2327093,Newbe.Mahua.Amanda,Newbe.Mahua.Msbuild
2527611,2402334,Retyped.react-file-input,Retyped.react
2327093,2327097,Newbe.Mahua.Msbuild,Newbe.Mahua
1286458,1030815,System.Waf.Uwp,System.Globalization
1033536,1007700,JetBrains.DotTrace.CommonUI,JetBrains.DotCommon.Core
2327092,2327097,Newbe.Mahua.PluginLoader,Newbe.Mahua
2527626,2402342,Retyped.pigpio,Retyped.node
2327099,2327109,IFramework.Autofac.WebApi,IFramework.Autofac
3406962,2405281,MilNet.AspNetCore.Mvc.Select,MilNet.Core
3406961,2405281,MilNet.AspNetCore.Mvc.Table,MilNet.Core
2527627,2402342,Retyped.promptly,Retyped.node
3477511,2315476,Retyped.paho-mqtt,Retyped.es5
2527624,2402334,Retyped.react-recaptcha,Retyped.react
623232,619769,Wave.Transports.RabbitMQ,Wave.Core
2201449,1503683,Symbiotic_Query_Core_x64,Symbiotic_Core_x64
623564,609461,Microsoft.AspNet.OData.tr,Microsoft.AspNet.OData
1643756,1488872,IdentityServer4.AspNetIdentity,IdentityServer4
2228793,2228794,Yisoft.AspNetCore.Crontab,Yisoft.Crontab
1032935,1026200,System.Runtime.Loader,System.IO
1957595,1721268,cloudscribe.Core.IdentityServer.EFCore.MySql,cloudscribe.IDS4Fork
2527622,2402334,Retyped.react-copy-to-clipboard,Retyped.react
1855131,1751872,BlackBarLabs.Api.Tests,BlackBarLabs.Api
2527623,2402334,Retyped.react-toggle,Retyped.react
2416030,618760,Microsoft.IT.SAP.Core,Microsoft.AspNet.WebApi.Client
1409545,1409544,DNSimple.Net.V1,DNSimple.Net.Common
1016525,1010542,ExprTranslator.Query,ExprTranslator
2344041,2326283,RekTec.XStudio.FileStorage.LocalFileSystem,RekTec.XStudio.Config
1133359,1058616,EasyActor.Pipeline,EasyActor
2202972,1980877,LagoVista.IoT.Pipeline.Admin.Rest,LagoVista.Core
2527620,2402334,Retyped.react-body-classname,Retyped.react
1502624,621243,Microsoft.Restier.Publishers.OData,Microsoft.OData.Core
2212509,1685241,ServiceStack.Api.OpenApi.Core,ServiceStack.Core
1999362,1999309,Google.Cloud.PubSub.V1,Google.Cloud.Iam.V1
2344040,2326283,RekTec.XStudio.FileStorage,RekTec.XStudio.Config
2527621,2402334,Retyped.react-bytesize-icons,Retyped.react
1082922,1049290,TrackableData.MongoDB,TrackableData
1999361,1999366,Google.Cloud.Logging.V2,Google.Cloud.Logging.Type
2555576,1011447,Exceptionless.MessagePack.Signed,Exceptionless.Signed
3375634,3375681,Blazor.FlexGrid,Blazor.Extensions.Logging
3362763,628940,MassTransit.ApplicationInsights,MassTransit
1033503,1009432,Microsoft.AspNet.Razor.Runtime,Microsoft.AspNet.Html.Abstractions
3362760,628940,MassTransit.AmazonSQS,MassTransit
623303,618338,JuniorRoute.AutoRouting,JuniorCommon
622913,630411,Nalarium.Data.Common,Nalarium
1720891,1720813,BenNagel.MvcUtils,BenNagel.Utils
1634142,1788643,EasyBus.RabbitMQIntegration,EasyNetQ
1606203,1606204,GenericODataWebApi.EntityFramework,GenericODataWebApi
623237,620441,FunScript.TypeScript.Binding.signalr,FunScript.TypeScript.Binding.lib
623136,623579,IKVM.OpenJDK.Corba,IKVM.OpenJDK.Text
2818574,2818575,Ronz.GSWin32c,Ronz.GSDLL32
1311180,1314424,FourRoads.TelligentCommunity9.MicroData,FourRoads.TelligentCommunity9.Common
1311181,1314424,FourRoads.TelligentCommunity9.CustomEditor,FourRoads.TelligentCommunity9.Common
1540428,1023471,Cake.CK.Pack,Cake.Common
2589197,2588817,SkillsWorkflow.Resiliency.SqlAzure,SkillsWorkflow.Resiliency.Core
1033201,1018622,IdentityServer3.MembershipReboot,IdentityServer3
1557209,1551838,VirtualFox.Network.InterFace.Library,VirtualFox.Library
1014717,1067312,WMIT.DataServices,WMIT.DataServices.Core
1576044,1492693,TwistedLogik.Ultraviolet.Game.OSX,TwistedLogik.Ultraviolet.Tools
627452,1014077,System.Threading.Tasks,System.Runtime
622993,628032,ScriptCs.Engine.Roslyn,ScriptCs.Core
1910765,1601964,GraphQL.Conventions,GraphQL-Parser
2130731,2121423,CG.Media,CG.Manager
3392025,3392026,HQ.Lingo.Builders,HQ.Lingo
2229628,628594,Selenium.Utils,Selenium.Support
2376200,2376204,SpriterDotNet.MonoGame.Importer,SpriterDotNet
623122,623733,Microsoft.Owin.Security.WindowsAzure.pt-br,Microsoft.Owin.Security.WindowsAzure
1016074,1025036,Mumbai.Plataforma.Config,Mumbai.Plataforma.Config.Dado
3464815,611414,CsvHelper.Fluent,CsvHelper
1095975,1694686,Microsoft.Orleans.ServiceFabric.Client,Microsoft.Orleans.ServiceFabric
1022273,2406646,boost-vc90,boost_stacktrace_noop-vc90
1022273,2406647,boost-vc90,boost_stacktrace_windbg-vc90
610211,1024025,Narvalo.Mvp,Narvalo.Core
1016489,1012133,RabbitMQ.MessageBus.SignalR,RabbitMQ.MessageBus
1311167,1314424,FourRoads.TelligentCommunity9.RenderingHelper,FourRoads.TelligentCommunity9.Common
1029308,615719,Google.Apis.Fitness.v1,Google.Apis
623280,619443,jQuery.UI.Widgets.Slider,jQuery.UI.Core
1311168,1314424,FourRoads.TelligentCommunity9.SocialProfileControls,FourRoads.TelligentCommunity9.Common
1031090,1084715,Microsoft.CodeAnalysis.Scripting,Microsoft.CodeAnalysis.CSharp.Scripting
1573418,1573422,Microsoft.VisualStudio.Shell.15.0-pre,Microsoft.VisualStudio.Shell.Framework
1573418,1573424,Microsoft.VisualStudio.Shell.15.0-pre,Microsoft.VisualStudio.Shell.Framework-pre
1025271,1788517,Fozzy.Skin,Fozzy.System
2709071,2543597,CreaSoft.ServiceAgent,CreaSoft.ServiceAgent.Config
1311271,1311270,Microsoft.ServiceFabric.Actors.Wcf,Microsoft.ServiceFabric.Services.Wcf
1311170,1314424,FourRoads.TelligentCommunity9.Nexus2,FourRoads.TelligentCommunity9.Common
2527536,2403716,Retyped.node-sass-middleware,Retyped.node-sass
