numVersA,numVersB,numDistinctDepDecs,avgMajorVersBehind,avgMinorVersBehind,avgMicroVersBehind,numMajorDecChanges,numMinorDecChanges,numMicroDecChanges,numBackwardsDecChanges,
org.apereo.cas:cas-server-core-api-protocol::org.springframework:spring-orm,58,81,17,0.489796,0,1.163265,0,0,41,21
org.scalikejdbc:scalikejdbc-core_2.11::com.zaxxer:HikariCP,64,54,10,0,0.289474,0.368421,8,11,9,14
com.orientechnologies:orientdb-etl::com.orientechnologies:orientdb-graphdb,53,132,1,0,0,3,0,0,0,0
org.apereo.cas:cas-server-core-api-ticket::org.springframework:spring-test,58,61,12,0,0,1.21875,0,2,16,10
org.apereo.cas:cas-server-support-saml-idp-core::org.springframework:spring-tx,56,84,15,0.675676,0,0.621622,2,1,26,13
com.mysema.querydsl:querydsl-jpa::org.hibernate:hibernate-core,84,171,8,0.442623,0.327869,2.934426,7,17,7,13
org.apereo.cas:cas-server-core::org.springframework:spring-context,53,74,18,0,0.019231,1.25,0,2,41,21
org.realityforge.arez:arez-processor::org.realityforge.guiceyloops:guiceyloops,67,64,1,0,2.383333,0,0,0,0,0
org.http4s:http4s-jetty_2.11::org.scalaz:scalaz-scalacheck-binding_2.11,104,56,20,0,1.183673,0.693878,0,34,25,28
org.realityforge.replicant:replicant-client-common::org.eclipse.jetty:jetty-io,53,235,1,0,2,8.9,0,0,0,0
org.specs2:specs2_2.11::org.scala-lang:scala-compiler,62,76,7,0,0.035714,0.428571,0,0,36,17
com.netflix.genie:genie-common::com.fasterxml.jackson.core:jackson-databind,94,110,9,0,1.604651,0.616279,0,47,6,25
org.grails:grails-plugin-services::org.codehaus.groovy:groovy,114,163,11,0.034483,0.258621,0.310345,0,0,35,16
com.baidu:jprotobuf-rpc-socket::io.netty:netty-all,80,113,1,1,1,7.68254,0,0,0,0
org.apereo.cas:cas-server-core-logout::org.codehaus.groovy:groovy-groovysh,58,58,1,0,0,0,0,0,0,0
com.alibaba:druid::org.springframework:spring-test,75,61,2,0.457143,0.371429,5,4,0,0,2
com.floragunn:search-guard-2::org.elasticsearch.plugin:transport-netty4-client,72,64,1,0,0,0,0,0,0,0
org.springframework.integration:spring-integration-jdbc::org.springframework:spring-tx,90,84,10,0.5,0.333333,0.444444,14,0,3,8
com.typesafe.play:play-ws_2.11::org.mockito:mockito-core,68,258,1,0,1,0,0,0,0,0
org.springframework:spring-web::org.codehaus.groovy:groovy-all,66,150,14,0,0.419355,0.032258,0,17,10,14
org.apereo.cas:cas-server-support-validation::org.springframework:spring-test,57,61,11,0,0,1.344828,0,0,18,10
org.apereo.cas:cas-server-support-jdbc::org.hibernate:hibernate-entitymanager,58,153,14,0,0.339286,2.053571,0,5,39,22
com.spotify:helios-services::com.sun.jersey:jersey-client,226,58,1,0,1,3.852679,0,0,0,0
org.crazyyak.dev:yak-dev-domain::org.testng:testng,71,69,3,0,4.788732,0,0,4,1,3
com.fasterxml.jackson.datatype:jackson-datatype-joda::com.fasterxml.jackson.core:jackson-databind,89,110,2,0,0,0,0,0,1,0
org.apereo.cas:cas-server-core-api::org.springframework:spring-messaging,58,57,11,0.677419,0,0.709677,0,0,20,10
org.apereo.cas:cas-server-core-authentication::org.hibernate:hibernate-hikaricp,54,76,6,0,0.611111,1.388889,0,0,9,4
io.fabric8.jube.images.fabric8:app-library::org.eclipse.jetty:jetty-http,51,231,2,0,1.647059,0.745098,0,27,0,13
org.realityforge.replicant:replicant-client-common::org.eclipse.jetty:jetty-server,53,231,1,0,2,8.9,0,0,0,0
org.hibernate:hibernate-entitymanager::org.jboss.weld:weld-core,153,102,1,0,0,0,0,0,0,0
com.spotify:docker-maven-plugin::com.fasterxml.jackson.core:jackson-databind,165,110,1,0,4.618182,1,0,0,0,0
org.apereo.cas:cas-server-core-tickets::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,58,93,3,0,0,0.8,0,0,4,2
org.apereo.cas:cas-server-core-api-protocol::org.springframework:spring-jms,58,85,20,0.490566,0,1.09434,2,1,43,23
net.serenity-bdd:serenity-cucumber::net.serenity-bdd:serenity-screenplay-webdriver,70,157,33,0,0.022222,0.111111,4,19,14,12
com.ibeetl:beetl::org.springframework:spring-context,57,74,1,0,0.709091,6.2,0,0,0,0
com.netflix.spectator:spectator-nflx-plugin::com.fasterxml.jackson.core:jackson-databind,82,110,4,0,0.4,0.6,0,0,7,3
org.elasticsearch:elasticsearch-cloud-aws::org.elasticsearch:elasticsearch,72,225,13,0.038462,0.115385,1.653846,4,10,4,9
org.springframework.security:spring-security-acl::org.springframework:spring-context-support,50,84,10,0.611111,0,0.611111,12,0,3,7
com.spotify:docker-client::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,145,88,1,0,2.846154,0,0,0,0,0
org.apereo.cas:cas-server-support-throttle::org.springframework:spring-core,57,83,8,0,0.043478,1.26087,0,2,11,6
org.apereo.cas:cas-server-core-api-web::org.springframework:spring-context-support,58,84,15,0.666667,0,0.611111,2,1,26,13
org.apereo.cas:cas-server-core-webflow::org.springframework:spring-messaging,58,57,15,0.444444,0,1.377778,0,0,36,18
org.apereo.cas:cas-server-core-api-protocol::org.hibernate:hibernate-core,58,171,7,0,0.5,1.117647,0,0,22,11
org.apereo.cas:cas-server-core-api-webflow::com.fasterxml.jackson.core:jackson-databind,54,110,10,0,0.342105,1.657895,0,15,9,13
org.grails:grails-datastore-gorm-test::org.codehaus.groovy:groovy-test,105,93,8,0,0.196429,0.660714,0,0,47,25
org.apereo.cas:cas-server-support-oidc-core::com.github.axet:wget,56,58,1,0,0,0,0,0,0,0
com.hazelcast:hazelcast-hibernate::net.bytebuddy:byte-buddy-agent,108,62,1,0,1,2,0,0,0,0
au.com.dius:pact-jvm-provider-junit_2.11::org.scala-lang:scala-compiler,69,76,2,0,1.265625,0.9375,0,0,14,7
org.apache.servicemix.bundles:org.apache.servicemix.bundles.hbase::com.sun.jersey:jersey-client,70,58,2,0,9.911111,0.866667,0,8,0,4
org.springframework.integration:spring-integration-core::org.springframework:spring-aop,85,81,33,0.244898,0.306122,0.306122,17,29,2,22
org.apereo.cas:cas-server-support-oauth-core::org.springframework:spring-core,58,83,2,0,0,0,0,0,1,0
com.netflix.governator:governator-servlet::com.fasterxml.jackson.core:jackson-databind,78,110,1,0,2.111111,3,0,0,0,0
org.realityforge.arez:arez-browser-extras::org.eclipse.jetty:jetty-plus,50,231,1,0,2,8.725,0,0,0,0
org.grails:grails-datastore-gorm-hibernate4::org.springframework:spring-jdbc,85,89,5,0.071429,0,0.285714,0,0,9,3
org.apereo.cas:cas-server-core-api::org.springframework:spring-context,58,74,12,0,0,0.71875,0,0,22,11
org.apereo.cas:cas-server-core-api-ticket::org.hibernate:hibernate-entitymanager,58,153,10,0,0.428571,1,0,2,22,11
org.apereo.cas:cas-server-support-jdbc-drivers::org.springframework:spring-jms,56,85,15,0.705882,0,0.617647,2,1,23,12
org.redisson:redisson::com.fasterxml.jackson.dataformat:jackson-dataformat-avro,137,84,7,0,1.5875,0.6125,0,28,18,22
com.cedarsoftware:json-io::org.openjdk.jmh:jmh-core,83,82,1,0,0.333333,2.916667,0,0,0,0
org.codelibs.fess:fess::org.lastaflute.job:lasta-job,61,82,9,0,0.254237,1.152542,0,15,22,14
org.apereo.cas:cas-server-core-api-ticket::org.springframework:spring-web,58,66,5,0,0,0.285714,0,0,7,4
org.apereo.cas:cas-server-core-api-protocol::org.springframework:spring-context,58,74,18,0,0,1.269231,0,0,45,23
org.springframework.data:spring-data-gemfire::com.fasterxml.jackson.core:jackson-databind,55,110,3,0,0.8,0.8,0,1,1,2
com.applitools:eyes-selenium-java::com.sun.jersey:jersey-client,81,58,1,0,0.214286,1,0,0,0,0
com.orbitz.consul:consul-client::com.fasterxml.jackson.jaxrs:jackson-jaxrs-base,65,68,2,0,0.846154,0.923077,0,5,0,3
org.realityforge.react4j:react4j-dom::org.eclipse.jetty:jetty-http,86,231,1,0,2,9.022222,0,0,0,0
com.orbitz.consul:consul-client::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,65,93,2,0,0.846154,0.923077,0,5,0,3
com.netflix.hystrix:hystrix-javanica::org.springframework:spring-test,64,61,1,0,0.307692,5.076923,0,0,0,0
org.apereo.cas:cas-server-core-api-logout::com.github.axet:wget,58,58,1,0,0,0,0,0,0,0
com.vaadin:vaadin-client-compiler::org.eclipse.jetty:jetty-server,118,231,1,1,0,3,0,0,0,0
com.netflix.conductor:conductor-core::com.netflix.eureka:eureka-client,100,147,9,0,0.074074,0.148148,0,13,11,11
com.spotify:docker-client::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,145,93,5,0,1.714286,3.203008,0,58,1,29
org.elasticsearch:elasticsearch-river-twitter::org.elasticsearch:elasticsearch,53,225,8,0.076923,0.076923,1.846154,3,5,1,6
org.kuali.rice:rice-it-kim::org.eclipse.jetty:jetty-io,76,235,1,0,2,10.5,0,0,0,0
org.efaps:efaps-kernel::org.apache.poi:poi,57,51,3,0,1.210526,0,0,21,0,10
org.realityforge.react4j:react4j-core::org.eclipse.jetty:jetty-plus,78,231,1,0,2,9.069767,0,0,0,0
com.themodernway:themodernway-server-core::org.springframework.integration:spring-integration-core,78,85,6,0,0,0.243902,0,0,24,11
org.apereo.cas:cas-server-core-webflow::org.springframework:spring-context,58,74,18,0,0.020408,1.285714,0,2,38,19
org.apereo.cas:cas-server-core-api-events::org.mockito:mockito-core,55,258,11,0.346939,2.102041,0.020408,18,15,1,15
org.apereo.cas:cas-server-support-ldap-core::org.springframework:spring-aop,58,81,18,0.470588,0.019608,1.156863,0,2,40,21
org.simpleflatmapper:sfm-springjdbc::org.springframework:spring-jdbc,76,89,6,0,0.197368,1.210526,0,14,9,10
org.apereo.cas:cas-server-core-api::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,58,93,3,0,0,0.857143,0,0,4,2
org.apereo.cas:cas-server-core-util::org.hibernate:hibernate-hikaricp,55,76,5,0,0.666667,1.190476,0,0,9,4
com.netflix.governator:governator-test-junit::com.netflix.archaius:archaius2-guice,80,71,3,0,0.208333,0.208333,0,5,2,4
org.springframework:spring-web::io.netty:netty-all,66,113,20,1,0.62069,0.137931,0,16,12,15
org.apereo.cas:cas-server-support-jdbc-drivers::com.github.fakemongo:fongo,56,51,8,0,0.541667,0.9375,0,26,9,19
com.baidu:jprotobuf-rpc-socket::org.xerial.snappy:snappy-java,80,61,1,0,0,1.272727,0,0,0,0
org.jboss.ironjacamar:ironjacamar-depchain::org.jboss.logmanager:jboss-logmanager,95,61,5,0.326316,0.315789,2.336842,0,61,1,27
au.com.dius:pact-jvm-provider-maven_2.11::org.scala-lang:scala-compiler,111,76,2,0,1.328571,1.114286,0,0,8,4
nl.jqno.equalsverifier:equalsverifier::net.bytebuddy:byte-buddy,58,150,2,0,0,0,0,1,0,1
org.jbehave.web:jbehave-web::org.jbehave:jbehave-core,55,144,19,0.071429,0.047619,0.119048,6,23,3,15
org.grails:grails-datastore-gorm-hibernate::org.springframework:spring-jdbc,58,89,5,0.071429,0,0.285714,0,0,9,3
org.skinny-framework:skinny-http-client_2.11::org.eclipse.jetty:jetty-server,88,231,17,0,0.758621,0.977011,0,12,38,24
org.jasig.cas:cas-server-core::org.springframework:spring-context-support,58,84,3,0,0.555556,1.555556,0,0,4,2
org.apereo.cas:cas-server-core-api-protocol::org.springframework:spring-aop,58,81,17,0.490196,0,1.27451,0,0,43,22
org.apereo.cas:cas-server-support-jdbc-drivers::org.springframework:spring-orm,56,81,11,0.733333,0,0.666667,0,0,21,10
org.bitbucket.bradleysmithllc.etlunit:etlunit-core::com.fasterxml.jackson.core:jackson-databind,136,110,3,0,0.859259,2.62963,0,14,0,7
org.apereo.cas:cas-server-core-api-ticket::org.springframework:spring-orm,58,81,11,0.677419,0,0.677419,0,0,22,11
org.apereo.cas:cas-server-support-ldap-core::org.springframework:spring-test,58,61,12,0,0,1.290323,0,2,18,11
com.qaprosoft:carina-hockeyapp::org.springframework:spring-web,84,66,1,0,2,8,0,0,0,0
com.xebialabs.overthere:overthere::org.testng:testng,58,69,1,1,0,0,0,0,0,0
org.grails:grails-datastore-gorm-hibernate::org.springframework:spring-web,58,66,5,0.071429,0,0.285714,0,0,9,3
org.apache.cxf:cxf-bundle-jaxrs::org.springframework:spring-core,94,83,3,0,0.409091,0.272727,0,2,1,2
org.codehaus.sonar:sonar-ws-client::org.mockito:mockito-core,156,258,1,0.363636,0.590909,0,0,0,0,0
org.grails:grails-datastore-rest-client::org.codehaus.groovy:groovy-test,66,93,8,0.017241,0.258621,0.706897,0,0,46,24
com.github.davidmoten:rxjava-extras::org.mockito:mockito-core,75,258,1,0,0.878049,42.292683,0,0,0,0
org.specs2:specs2-common_2.10::org.scalaz:scalaz-concurrent_2.10,162,85,19,0,0.610294,0.264706,0,64,43,51
org.rundeck:rundeck-storage-filesys::org.codehaus.groovy:groovy-all,59,150,2,0.220339,2.559322,2.779661,0,17,0,9
org.apereo.cas:cas-server-core-api-web::org.springframework:spring-webmvc,58,75,11,0.677419,0,0.645161,0,0,22,11
org.apereo.cas:cas-server-core-api-protocol::org.springframework:spring-messaging,58,57,16,0.489796,0,1.163265,0,0,40,21
org.realityforge.react4j:react4j-arez::org.eclipse.jetty:jetty-servlet,77,235,1,0,2,9.022222,0,0,0,0
org.wicketstuff:wicketstuff-javaee-inject::org.testng:testng,72,69,1,0,8.357143,0,0,0,0,0
com.netflix.priam:priam::com.amazonaws:aws-java-sdk,121,160,2,0,2.555556,5.444444,0,0,2,1
com.healthmarketscience.jackcess:jackcess::org.apache.poi:poi,53,51,1,0.045455,4.590909,0,0,0,0,0
org.apereo.cas:cas-server-core-api-services::org.springframework:spring-context-support,58,84,22,0.464286,0.017857,1.142857,2,2,44,22
io.hawt:hawtio-json-schema-mbean::com.fasterxml.jackson.module:jackson-module-jaxb-annotations,110,97,1,0,1.047619,1.952381,0,0,0,0
com.github.tomakehurst:wiremock::org.eclipse.jetty:jetty-servlets,87,235,3,0,1.897436,3.051282,0,0,19,9
au.com.dius:pact-jvm-matchers_2.11::org.codehaus.groovy:groovy-all,131,150,4,0.294118,1.470588,2,0,0,17,8
org.neo4j:neo4j::org.neo4j:neo4j-index,210,58,2,0,0,0,0,2,0,1
us.fatehi:schemacrawler-testdb::org.springframework:spring-jdbc,81,89,16,0.024691,0.197531,1.740741,4,45,11,27
org.grails:grails-plugin-databinding::org.codehaus.groovy:groovy,91,163,11,0.034483,0.258621,0.310345,0,0,42,20
org.apereo.cas:cas-server-core-api-protocol::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,58,88,10,0,0.324324,1.675676,0,15,9,13
org.apache.cxf:cxf-bundle-jaxrs::org.eclipse.jetty:jetty-http,94,231,12,1.305556,0.777778,0.375,21,30,4,24
net.sf.jabb:jabb-core::org.springframework:spring-context,115,74,1,1,0,11.643678,0,0,0,0
org.lastaflute.doc:lasta-doc::org.lastaflute:lastaflute,52,249,6,0,0,0.5,25,0,9,14
org.apereo.cas:cas-server-support-saml-idp-core::org.springframework:spring-context,56,74,12,0,0,0.676471,0,0,25,12
org.apereo.cas:cas-server-support-jdbc-drivers::org.springframework:spring-web,56,66,5,0,0,0.272727,0,0,7,4
net.bytebuddy:byte-buddy-agent::net.bytebuddy:byte-buddy,62,150,8,0,0,1.076923,0,2,6,3
com.netflix.eureka:eureka-core::com.amazonaws:aws-java-sdk,147,160,2,0,3.113636,6.159091,0,0,10,5
com.outworkers:phantom-connectors_2.12::com.datastax.cassandra:cassandra-driver-core,75,68,2,0,0.052632,1.710526,0,15,0,8
org.apereo.cas:cas-server-support-saml-idp-core::org.hibernate:hibernate-hikaricp,56,76,9,0,0.615385,1.192308,0,2,11,6
org.apereo.cas:cas-server-support-ldap-core::org.springframework:spring-jms,58,85,20,0.5,0,1.153846,2,1,43,23
org.jresearch.commons.gwt:org.jresearch.commons.gwt.flexess.srv::org.springframework:spring-web,71,66,5,0,0,0.571429,0,0,28,14
com.netflix.conductor:conductor-core::com.netflix.servo:servo-core,100,87,1,0,0,7.292683,0,0,0,0
org.specs2:specs2-gwt_2.12::org.specs2:specs2-matcher-extra_2.12,70,70,1,0,0,0,0,0,0,0
org.codelibs.fess:fess::org.dbflute.mail:mailflute,61,64,6,0,0,1.34,0,0,21,8
org.springframework.security:spring-security-openid::org.springframework:spring-web,50,66,5,0.916667,0,0.916667,2,0,5,4
com.mysema.querydsl:querydsl-jdoql::org.datanucleus:datanucleus-rdbms,144,160,3,0.779528,0.314961,0.133858,22,0,2,12
com.baomidou:mybatis-plus::com.microsoft.sqlserver:mssql-jdbc,65,57,1,0,1,1,0,0,0,0
com.github.docker-java:docker-java::com.sun.jersey.contribs:jersey-apache-client4,51,52,1,0,9,1,0,0,0,0
org.apereo.cas:cas-server-core-api-authentication::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,58,93,3,0,0,0.8,0,0,4,2
org.apereo.cas:cas-server-support-validation::com.github.axet:wget,57,58,1,0,0,0,0,0,0,0
com.ibeetl:beetl::org.springframework:spring-context-support,57,84,1,0.218182,0.709091,6.2,0,0,0,0
org.apereo.cas:cas-server-core-monitor::org.springframework.integration:spring-integration-amqp,58,74,2,0,0.333333,0.666667,0,0,1,0
org.realityforge.arez:arez-core::org.eclipse.jetty:jetty-xml,110,235,1,0,2,9.295082,0,0,0,0
org.apereo.cas:cas-server-support-throttle::com.github.axet:wget,57,58,1,0,0,0,0,0,0,0
org.sonatype.nexus:nexus-test-harness-its::org.testng:testng,54,69,2,0.321429,3.928571,0,9,0,0,4
com.netflix.governator:governator-core::com.fasterxml.jackson.core:jackson-databind,65,110,1,0,2.136364,3,0,0,0,0
org.grails:grails-datastore-gorm::org.codehaus.groovy:groovy,107,163,9,0.016667,0.25,0.683333,0,0,51,27
org.realityforge.arez:arez-annotations::org.eclipse.jetty:jetty-jndi,74,235,1,0,2,9.183333,0,0,0,0
org.realityforge.react4j:react4j-arez::org.realityforge.arez:arez-component,77,73,14,0,0.833333,0,0,18,0,10
org.apereo.cas:cas-server-support-jpa-util::org.springframework:spring-webmvc,58,75,11,0.6875,0,0.6875,0,0,22,11
com.cedarsoftware:n-cube::org.springframework:spring-context-support,280,84,4,0.222222,0,0.592593,0,0,17,8
org.realityforge.react4j:react4j-core::org.eclipse.jetty:jetty-webapp,78,231,1,0,2,9.095238,0,0,0,0
org.skinny-framework:skinny-assets_2.10::org.mockito:mockito-core,139,258,10,0.75,0.089286,0.267857,10,6,1,8
com.codeborne:selenide::org.eclipse.jetty:jetty-servlet,109,235,16,0,0.6,0.85,0,22,20,25
org.http4s:http4s-json4s_2.10::org.scalaz:scalaz-scalacheck-binding_2.10,131,106,24,0,1.244275,0.725191,0,56,38,47
top.coos:coos.core::org.elasticsearch:elasticsearch,57,225,1,0.439024,2.536585,0,0,0,0,0
org.neo4j.app:neo4j-server::com.sun.jersey:jersey-client,213,58,1,0,6.814815,1,0,0,0,0
com.proofpoint.platform:http-server::org.eclipse.jetty:jetty-server,50,231,4,0.222222,0.944444,0.777778,3,1,2,4
com.typesafe.play:play-jdbc_2.11::com.zaxxer:HikariCP,75,54,15,0.153846,0.25,0.230769,1,21,10,18
com.twilio.sdk:twilio::com.fasterxml.jackson.core:jackson-databind,112,110,3,0,1.927928,1.954955,0,34,14,24
org.axonframework:axon::org.springframework:spring-test,73,61,8,0.142857,0.547619,2.380952,14,5,10,14
org.apache.cassandra:cassandra-all::io.netty:netty,186,70,2,1,2.307692,2.564103,0,7,0,4
org.skinny-framework:skinny-thymeleaf_2.11::org.mockito:mockito-core,90,258,11,0.728814,0.084746,0.254237,12,9,1,10
org.skinny-framework:skinny-assets_2.11::org.mockito:mockito-core,90,258,11,0.728814,0.084746,0.254237,12,9,1,10
au.com.dius:pact-jvm-consumer-junit_2.11::org.mockito:mockito-core,133,258,2,1,0.474227,0,0,30,0,15
org.kohsuke.stapler:stapler::org.codehaus.groovy:groovy,112,163,1,0.058824,1.588235,8.705882,0,0,0,0
org.apereo.cas:cas-server-support-saml-core::org.springframework:spring-aop,58,81,10,0.666667,0,0.733333,0,0,21,10
ch.ralscha:extdirectspring::org.hibernate:hibernate-core,50,171,21,0.2,0.266667,0.166667,12,11,4,11
org.apereo.cas:cas-server-core-validation::org.springframework:spring-test,58,61,11,0,0,1.4375,0,0,19,10
top.ibase4j:ibase4j-common::org.springframework:spring-oxm,53,76,3,0,0,1.346939,0,0,7,4
org.apereo.cas:cas-server-core-api-events::com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,55,88,10,0,0.371429,1.685714,0,13,7,10
org.hibernate:hibernate-hikaricp::com.zaxxer:HikariCP,76,54,3,0.34375,1.4375,0.375,7,0,0,4
org.realityforge.arez:arez-processor::org.eclipse.jetty:jetty-webapp,67,231,1,0,2,9.26,0,0,0,0
org.keycloak:keycloak-jetty-core::org.eclipse.jetty:jetty-server,72,231,2,1,0.513889,3.152778,0,0,20,10
com.bullhorn:sdk-rest::org.springframework:spring-context,65,74,2,0,0.753846,2.092308,0,0,12,6
com.netflix.servo:servo-graphite::org.testng:testng,85,69,1,0,6.975,0,0,0,0,0
org.apereo.cas:cas-server-core-logout::org.springframework:spring-jms,58,85,15,0.612903,0,0.548387,2,1,20,11
com.themodernway:themodernway-server-core::org.springframework.integration:spring-integration-file,78,87,6,0.195122,0,0.243902,0,0,24,11
org.elasticsearch:elasticsearch::org.codehaus.groovy:groovy-all,225,150,3,0,0.566667,3.766667,0,2,3,2
org.jboss:jboss-ejb-client::org.jboss.remoting:jboss-remoting,128,75,3,0.055556,0,1.888889,21,0,3,12
com.github.docker-java:docker-java::com.sun.jersey:jersey-core,51,97,1,0,0,1,0,0,0,0
com.hazelcast:hazelcast-wm::org.springframework:spring-context,89,74,1,1,0,13,0,0,0,0
org.apereo.cas:cas-server-core-api-ticket::org.springframework:spring-core,58,83,2,0,0,0,0,0,1,0
org.apereo.cas:cas-server-core-monitor::com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,58,93,3,0,0,0.8,0,0,4,2
org.apereo.cas:cas-server-core-tickets::org.springframework:spring-web,58,66,5,0,0,0.307692,0,0,7,4
com.bullhorn:sdk-rest::com.fasterxml.jackson.datatype:jackson-datatype-joda,65,89,1,0,1.140625,5.96875,0,0,0,0
com.github.samtools:htsjdk::org.xerial.snappy:snappy-java,54,61,3,0,0.703704,1.611111,0,11,0,6
org.apereo.cas:cas-server-core-api-logout::com.zaxxer:HikariCP,58,54,9,0.189189,0.108108,1.27027,15,3,6,12
org.springframework.integration:spring-integration-groovy::org.codehaus.groovy:groovy-all,90,150,10,0.325843,1.011236,3.764045,35,31,17,35
net.sf.jabb:jabb-core::org.apache.camel:camel-core,115,106,1,0,5.2,5.504348,0,0,0,0
