Project, Dependency
254343,263275
3368344,197804
220928,250675
2352187,240912
254345,263275
254345,263276
254938,245072
220931,250675
2590095,206235
1647416,70243
254941,245072
254645,254478
254948,245072
2182651,254005
220500,264392
254941,245284
222962,188039
254643,254478
254946,245072
86506,223861
254945,245072
254938,245284
1641661,248375
254945,245284
222221,211095
1134553,239884
256951,183039
254950,245072
2182657,254005
2353511,200388
254950,245284
2182659,254005
86506,224065
254948,245284
2182660,254005
91306,75336
254946,245284
86779,215767
187315,245072
222279,209873
221309,239884
58450,45651
256695,191448
255138,239884
1167549,267353
86506,224730
2122474,2122471
222403,206235
796223,243537
187328,245072
254343,265103
829947,247260
186526,270177
187163,250675
222673,198351
53752,192145
186884,259453
221337,239884
222544,202831
254507,260479
2419773,245072
188326,214898
2182933,247187
2184129,210115
222545,202831
694711,245694
221421,237971
53013,215767
188317,215767
255027,245072
221058,249472
1202112,245072
221023,250675
2188252,1133780
256733,192335
86506,226643
797279,213033
86506,226680
86506,226756
222673,200210
187093,254772
1066552,254493
256944,186607
2489229,192951
254345,267136
222334,211046
254343,267353
189213,189214
257067,183039
255579,229156
221023,251795
254752,254753
256779,192158
86779,219282
189227,189226
830102,244914
2487648,240277
223106,187653
92272,49261
188372,215767
2184020,215767
221058,251234
221425,239884
256645,196748
187604,239884
255088,245231
188019,227207
255088,245160
255088,245135
86506,228330
1202156,245694
188022,227207
87803,188211
188020,227207
221058,251816
220947,255239
2588588,259873
221058,251795
254676,258154
694832,245072
933027,201019
797251,215767
2655896,270604
1677553,189836
254345,268990
254345,268988
254345,268983
86779,220641
1711586,183038
1134553,245072
1271591,191368
254307,270411
2120955,75336
187472,245072
254814,254753
86779,221129
186897,263237
186898,263237
1270172,236630
256219,211498
797279,215767
1203509,206235
254407,267793
226512,84146
220858,259368
1271591,192158
2385616,259873
2523106,192158
255088,247119
254407,268167
2521695,235741
257106,184734
1336212,1336214
1336213,1336212
1336213,1336214
187725,238702
2489229,196141
1336223,1336212
1336223,1336213
1336223,1336214
796223,249668
796442,242823
796442,243537
2522168,224097
795820,262920
86779,222753
257193,183038
188798,206235
86779,223065
256645,200115
3400834,248375
256644,200115
86506,231543
187549,245072
255732,228540
188822,205629
2683275,2568530
220875,260496
86779,223255
2526423,90836
1545422,94602
256304,210950
189470,185629
222221,218884
227909,42897
256944,191404
188815,206235
255481,236678
1441075,183039
188822,206235
3434524,251234
254977,252592
227909,43083
187529,246309
86779,223861
1846287,204460
189370,189379
932816,211046
86779,224065
86506,232501
1067554,228351
2486925,267353
255027,251234
1643453,200973
188343,221518
797386,215767
221407,245072
221799,232880
189048,199545
261547,49261
221340,247119
2422037,183956
255088,249472
188532,215876
1100860,245694
86506,232880
86201,242415
3368340,209561
222012,226643
223216,189521
86779,224730
189394,189379
3231874,245694
700153,84856
223433,183038
86297,239884
189563,184446
189401,189379
256779,197846
255262,245072
3333370,244599
255261,245072
186918,266673
223377,184983
256732,199558
221340,248232
1677553,194784
187163,259307
221708,237178
633131,65622
220734,267353
1946539,244914
189104,199545
254686,263683
3198105,242823
1134573,249668
54224,186607
256186,217575
188047,232749
220872,263630
86506,234839
256983,192951
227909,45651
86779,226643
261743,45651
187651,245284
86779,226680
86779,226756
899791,189571
86506,235339
188326,224730
220872,264348
2184323,215767
257206,186877
220875,264796
189052,202742
187819,240955
696995,185331
255606,236874
220674,271390
1067554,232880
2153947,1156310
221689,239884
797032,230108
2489229,200105
86506,236567
255138,251795
1508598,191368
1677553,196471
255344,245703
86779,228351
86779,228330
86779,228337
86779,228338
222282,222281
2724628,245072
86252,245072
87504,206235
2420444,237982
220907,265103
3434626,255239
189563,188343
189104,202742
187720,245703
899791,191353
187720,245694
227909,48535
86779,229156
2184129,224097
2556302,219282
256888,199012
1541864,211046
255606,238702
831832,201512
2725106,229156
221708,241281
222218,225394
194191,45651
189469,192158
227909,49261
221376,251795
221758,239884
189564,189563
797334,222698
797338,222698
186961,270411
254940,260204
221608,245072
58323,64139
255606,239884
256014,227208
1067554,235143
256081,225105
1168903,239884
255261,250675
255609,239884
228069,45055
221821,238702
2115940,241234
2352187,258909
187315,260110
188638,219282
2115935,241234
932943,214321
189175,202742
221453,250669
86779,231367
797186,229156
2149964,236642
2149963,236642
3402801,194917
2691531,224097
3401162,245072
221512,249741
187110,267655
86506,240678
223106,200275
221789,241281
3401162,245284
1271463,206724
222321,224730
221453,251795
796223,259957
1101414,236642
86779,232501
1101414,236630
220875,269860
220875,269854
1654369,921133
255802,235861
255802,235841
187237,264381
1847025,191368
221689,245072
187842,245694
222788,211095
3063008,245694
797132,232015
53656,211498
222705,213959
255088,258607
1438564,270411
769230,49261
189131,206235
2150271,229156
257420,186607
1777418,253285
257418,186607
222463,221848
255609,242822
255413,248864
187708,250687
223314,195691
1609787,206235
1136240,206235
188853,215767
86506,242823
255562,245072
189226,204463
189226,204460
189227,204463
1542231,204725
255564,245072
1438980,260136
187741,250675
2115940,245694
188057,240763
2115935,245694
223377,194784
797365,227208
1783894,2150108
256219,225178
254837,268237
797186,232492
86779,235339
1439179,254812
255138,259368
256779,208464
1631534,1631628
1648597,54098
2691145,239884
189053,211032
1631534,1631686
1631534,1631664
1631534,1631665
1101414,239884
221058,267353
189054,211032
187376,263237
764998,183038
1631534,1631501
797367,228302
189104,209873
2184129,229156
221340,259307
189420,200274
2149964,239884
223569,190185
2149963,239884
932816,224097
86506,245072
86779,236630
2217504,245694
87767,206235
188532,228338
256733,211381
1168903,245072
87624,210795
221821,245072
262160,43083
188532,228351
221821,245191
256732,211498
86779,237267
86506,245694
1116353,825852
1235948,264082
1677553,205629
188954,215767
696050,224097
221376,259368
221376,259307
255205,259307
222434,226643
1067554,242417
223280,200581
1609928,206724
86506,246309
966253,236935
257374,192158
189227,207763
2656414,269908
1777789,245703
1777789,245694
190024,183039
255100,262970
255369,254808
221048,270113
187965,247079
221806,246587
194553,43083
696995,195901
255767,242823
53386,225178
188690,225113
255371,255365
2126256,978489
1102871,197859
223711,188331
1542341,205629
187965,247878
1631628,1631501
899791,201911
1276789,48535
2691145,245072
796442,259957
222523,225394
255261,259307
186696,2384799
221340,262213
2217450,249909
54224,200115
188947,218244
796129,269854
86779,239884
899791,202093
1631664,1631501
1631665,1631501
221915,245284
92216,71682
1631665,1631628
255420,255418
255419,255420
255419,255418
255606,249580
255417,255418
255417,255419
255417,255420
1140138,1140141
2493344,84876
255690,247165
189286,208499
1140140,1140141
256963,207656
86779,240515
1168909,248375
256963,207841
257205,200312
190113,183039
86779,240544
2725106,242823
797377,232501
796124,271332
257206,200312
194553,45651
797364,232501
797371,232501
1101414,245072
189394,205629
256914,209873
256779,214042
1677553,209873
86779,241281
1631686,1631501
189914,189915
189914,189916
189914,189917
189915,189916
189917,189916
221806,250138
2691145,245694
188662,229156
223921,184832
2286951,192951
189542,202120
2219392,190399
189104,215767
1135205,246344
257752,184983
189104,215876
257751,184983
188853,223861
255606,251795
189563,201911
189563,202093
222724,222722
222723,222722
2420444,251795
88609,185981
262032,52858
2691262,245072
86779,242823
222725,222722
2286951,196097
86506,251495
2392490,70243
982483,787380
1168903,251234
88546,188331
222447,231769
2420479,251234
257519,193045
3368344,227208
1169087,245694
3335390,200232
1373986,185331
256843,214626
2589758,245072
255854,245210
255854,245187
189660,200232
3198594,245694
221821,251795
93057,49261
189469,206235
261298,77082
222716,224730
187502,267751
1135173,249668
223541,199284
1710321,245694
1374023,186607
223587,197983
87747,214645
1374023,186664
188954,222951
797186,242417
189512,205643
2589836,245694
1692491,800177
189740,198925
255579,254998
2184129,239884
189691,200388
86779,245072
187502,268404
86779,245135
189470,207529
86779,245160
189469,207529
764998,192158
86779,245231
797386,236874
2691145,251234
1135205,249668
1980521,258909
256779,218615
3062842,261833
1880056,229156
188594,235545
222832,222908
222832,222927
222832,222878
222832,222874
222832,222895
222832,222882
222832,222838
222832,222833
222832,222863
189563,205629
222832,222851
86779,246309
223433,204573
190007,192158
86779,246640
764998,193046
2659403,188259
1536140,1454462
1602985,430810
189512,208054
222545,232749
2286951,200232
189420,211032
1101414,251234
222544,232749
1793437,818091
189017,223861
1677553,215876
256644,224730
797251,242823
697501,189977
2691531,239884
2725178,245694
88846,183881
255275,267353
189477,210137
189477,210134
189477,210129
221340,271063
222231,243537
797279,242823
223592,201780
2117360,214321
3267991,198991
189104,222535
257193,208947
255588,258909
256552,229156
697618,187917
697618,187913
222221,245072
188375,245694
2521875,259873
797364,241645
227197,91091
188403,245072
2183790,3398882
2183790,3398883
797377,241645
1205108,185166
188579,239884
797251,245694
1137462,185166
88880,184832
223377,209873
797371,241645
223377,210129
982742,787380
55125,183039
255703,256742
1102652,215166
1205108,184831
189104,224398
797032,252729
797349,242823
2184129,245694
2184129,245703
262342,51280
222439,239707
188579,240912
797377,242823
87624,224730
262345,51280
221821,258909
86506,259551
1541870,232749
2489229,225178
255517,263237
257355,206235
257354,206235
59155,59145
86506,259873
1168903,259453
222221,247119
86779,251495
194893,45651
797392,242604
189581,211046
255703,258296
53565,233284
1067519,257574
1135173,257528
2591965,185331
189740,206476
1462175,606255
262720,41203
2353242,245703
228638,49261
222221,248375
86779,252729
1101414,256957
222988,224730
86569,259453
189104,226643
195004,43916
255356,270177
195004,43942
189175,224730
223443,211046
86506,261967
1103110,203977
255458,267353
797186,251234
1611157,183039
1035886,191368
1271591,224097
190248,191981
86506,262213
764998,200232
797251,249668
92814,66784
222221,249472
189496,215584
2691539,245694
222157,251795
256855,224730
189330,220790
189330,220792
3402194,236396
194190,70243
2353300,245694
780899,757094
222544,240205
189740,208464
195004,45476
187819,268213
222545,240205
2522440,245694
2522439,245694
257418,208054
222217,250687
1135548,249668
86506,263611
86506,263612
189104,229156
258246,183039
89118,183039
189796,207841
1137462,189836
258249,183039
189796,207852
189796,207983
2488884,238702
188662,243267
224084,193772
223377,215876
262720,44770
188017,263736
222394,246569
797279,251384
797334,249668
188021,263736
223433,214626
2127533,2004010
221656,269854
1981024,254812
87803,224991
3333525,269507
224466,183039
262720,45651
258180,186607
222673,238702
3405692,2230087
2184500,240596
256246,246658
763750,242563
255837,259453
900090,211046
258192,186607
2726153,227208
190348,192846
255668,265103
2121125,2205780
190346,192846
189812,209745
262720,46771
229017,43083
813190,808037
188058,264392
257427,211035
2489931,208562
256732,232749
1374023,200115
696995,215767
222326,250687
223191,224097
223999,199012
223280,221276
55273,186664
1271591,229156
222685,239884
832043,224097
2590226,245694
189947,206235
223280,221518
229043,43083
223711,208464
223760,206903
1648597,78009
2489239,233034
187965,268251
256058,254712
932816,246246
86779,259453
222615,242752
2184411,245694
86779,259551
2150108,259307
2590315,245694
1069963,189836
222716,239884
1574712,270411
1069959,189836
262720,48535
188662,247119
86779,259873
86779,259989
223159,226403
255668,267353
966258,259486
781638,739936
2219392,208539
2420444,267417
55273,188629
2033849,1767228
1475870,189836
229017,45651
188696,246941
2121125,2206742
189470,223280
1374567,184734
2725581,245694
188295,259873
1374023,203037
1677413,2332150
188853,242823
86506,269815
224553,184832
224552,184832
224556,184832
54934,200388
222788,239884
222157,259453
89054,191448
86779,261967
257025,227208
2320738,216267
797186,259884
92853,73884
224574,184832
87504,239884
227542,93015
87504,239844
2759475,245072
255821,265132
1119029,769103
257052,226860
255761,267038
2184450,245703
189226,232700
2489229,234939
222615,246251
764998,209314
86779,262970
257065,227207
257586,211046
427585,184069
188375,259522
257940,200105
257940,200274
804058,47558
1374519,189836
2184411,249668
222673,245072
222915,237775
86779,263612
86779,263611
1067765,262213
258184,192951
222611,247094
222684,245072
224625,184832
222221,259368
223793,210795
256914,232581
53565,245072
258197,192951
188273,263628
258201,192951
188058,270177
87454,243255
258199,192951
223377,224093
1203641,245072
93717,49261
767718,3272585
224478,190097
697501,206235
188954,242823
224697,183635
1205108,199129
2489229,236630
765008,211121
3167292,188248
189740,218857
1203633,245072
256779,237982
256552,245089
1271320,245072
257065,229156
257613,212160
229043,49261
189748,219055
3199059,254753
190695,189814
262720,54098
797279,259957
2117176,237971
222334,257656
93873,45651
256732,239844
222544,251325
2118412,199500
256779,238702
222545,251325
224697,184832
224697,184831
257060,230108
188341,263237
256582,245072
1205108,200388
88134,224097
190938,183039
188724,251795
222995,237982
256591,245072
188626,254753
87454,245480
1271527,239884
1648597,84894
188947,245072
2489229,238702
797334,259957
2118412,200105
1137462,201317
256206,257894
222129,265846
1271463,242823
256582,246494
222333,259594
797338,259957
224278,199284
3234509,206235
190739,190738
257751,210795
262720,56751
262965,49261
257752,210795
256645,245284
257752,210950
256644,245284
257751,210950
1271591,239884
256732,242726
1880054,251795
256219,258909
224841,183039
223377,228351
223377,228337
223541,223621
256944,236678
223541,223575
224524,193093
256944,236630
250667,431190
2438353,1818232
224674,188533
1783894,2183790
222545,254998
1271591,240912
222544,254998
2590647,245072
427693,186664
222689,250675
222941,242823
53562,250687
87803,237982
87575,245072
229192,49261
223569,223576
86779,269815
257454,221848
223711,219282
224141,206150
54416,224730
222673,251795
223280,232880
55766,183039
224345,200115
222673,251869
86779,270411
256989,236745
257488,221496
256695,246051
2117176,243139
189944,218244
53565,251795
258179,200105
1475870,200210
258184,200105
262720,59812
258192,200105
427649,189898
258197,200105
1846783,237982
223621,223575
732105,189459
258201,200105
1271463,247094
189479,233748
2017311,194231
190949,188147
189796,224097
55273,200105
223443,229838
427649,190947
256779,245072
3162589,1390636
258572,189646
54934,211064
1846755,239884
731780,200210
3234002,225088
1373986,215767
87837,239884
256963,239884
3334838,245694
228704,67299
934909,195666
797213,269738
222711,253217
258052,206235
257752,215767
188532,264381
1137490,206235
257751,215767
190111,215580
222361,264381
2489229,245211
224087,211046
2489229,245072
258525,192158
258076,206235
1745127,245694
222997,245072
224278,205406
731780,201274
189563,233034
1271591,245284
195341,54098
195339,54098
189175,245284
1508414,242823
228878,63395
935201,187350
696538,245694
2592253,200105
256843,245284
194674,75336
256855,245072
1677414,248232
224999,184089
188754,259307
189944,222535
258233,202742
1713158,188565
1271591,245694
1508368,245694
229563,43345
1271591,245703
258249,202742
262720,64139
1307216,1239867
256888,245058
258887,183039
3403610,215767
431190,84846
256872,245694
431190,84856
1055430,656083
2582833,2590874
1745185,245694
1438564,1362498
2190082,2183790
256779,249262
225102,183039
258842,185589
731912,200409
55273,204963
731912,200388
2190082,2182527
188822,259453
1521179,899107
256944,245072
3200352,224097
257065,241295
191026,191561
2725615,263736
3402801,242823
781725,754434
258662,192158
2286951,230686
191303,183039
736827,49261
54934,216267
799106,215767
222673,259368
2489229,251795
2489229,251869
1713158,191896
256732,252250
256963,245072
223812,224097
256779,250669
87958,241378
1104357,189836
191326,183039
53386,264914
731515,214239
256506,259818
188613,267353
256779,251795
1793044,862330
2590874,245694
188914,258993
2489229,251234
2190082,2187045
188914,259006
189512,240515
189487,241281
1205108,215029
258276,206235
191026,193914
257703,224097
257193,239884
940006,44770
190024,225178
189964,227208
190111,222535
223377,239884
932816,267353
87916,245072
899692,245694
205849,783545
189394,245072
190101,223148
2084277,225009
224985,190395
256855,251234
223280,243703
191149,191150
257751,223861
223377,240763
2287790,206235
257752,223861
223217,245848
256967,248375
257065,245284
191429,183038
223661,232433
3061396,2438741
1104357,193289
225198,184832
195169,67357
432714,43345
195752,49261
189114,255003
764935,230310
223343,242822
257586,229838
224750,199284
223344,242822
225279,183039
223921,225113
1271591,252729
1239867,187487
258884,189814
53565,263275
224387,210795
190111,224730
3335348,240577
93057,87803
1035691,226860
222545,268167
222544,268167
190778,204428
223972,223973
223299,245072
94313,49261
736827,54098
94314,49261
189477,245072
1175609,84146
899791,245072
225248,184831
259136,183039
183486,431190
258581,200409
262720,72100
898967,271214
258581,200388
191229,191267
258585,200409
258585,200388
696155,266887
256944,251234
258246,211064
258246,211046
258592,200388
2286951,236898
223916,226860
223377,243807
223931,226643
223930,226643
2286229,259453
53565,265103
1880154,263736
191255,191267
188876,264914
191253,191267
229672,49261
54224,245284
55868,194386
257703,229156
2388403,236630
257193,245072
1779865,228351
88609,228351
256732,259307
1137462,219282
799133,222535
223377,245072
696995,242823
223377,245231
191289,191267
223377,245160
223377,245135
225122,191368
1137462,220792
2726657,239833
228987,71750
225338,184831
225338,184832
89452,203164
764998,232492
2523080,259453
225348,184832
195169,71750
53565,267353
258331,211046
1643453,263698
189563,245694
223377,246173
189563,245848
54416,241281
2153101,194796
257418,239884
256872,256889
257420,239884
257752,229838
257751,229838
259260,183039
1508598,251234
262720,75728
256944,254998
223364,247412
696995,245072
1780653,205629
223377,247119
189691,242822
256886,256888
256885,256861
1070039,215767
225338,186794
256861,258357
196126,43942
196126,43916
3200101,245694
258395,211046
732268,201013
224931,200204
3234509,227208
257984,224097
223711,237982
223711,238115
2388775,229156
88134,246908
1102560,257549
195994,49261
55037,224730
196126,45476
2017311,211064
256645,266673
1205108,225113
224951,200966
3200140,245703
2017101,219282
3200140,245694
88880,225113
2557489,245694
223711,239884
2692204,263736
2794210,245694
189114,264381
189115,264381
2388403,242823
427649,209873
1137462,226409
89369,211046
89452,208464
2017125,219282
2726832,237982
225522,184831
225522,184832
189812,243247
224233,224730
259348,184983
205861,794736
55766,204715
55766,204714
225155,196627
1205108,227208
188947,270411
225158,196627
224087,229838
258825,201512
225156,196627
256962,259401
196240,44770
189748,246054
256965,259401
191784,183038
258884,200210
225554,184831
257569,240912
191058,205629
188953,271063
56096,195258
224799,208562
55037,228302
225568,184832
196114,49261
764998,239884
2388403,245072
196240,45651
263335,62850
229792,54098
229796,54098
1542341,259453
189858,244062
225122,199558
256732,268167
229819,54098
229817,54098
258662,208464
868250,185796
195006,84846
190101,236898
229822,54098
224387,222535
2356130,200105
1307761,192158
224971,204725
1238460,243267
54224,254998
256779,267412
190024,239884
189394,259453
191017,209034
1373986,236630
256779,267793
258173,224730
224993,204725
912485,912507
258175,224730
257375,249472
258180,224730
2354723,242604
258179,224730
224366,224363
764998,242417
229436,67357
262720,84146
258184,224730
89452,212491
258182,224730
256779,268386
256779,268378
256779,268377
256779,268364
224026,235339
258192,224730
258197,224730
3403610,232880
258201,224730
257155,257143
257468,247412
55273,224031
2591486,245694
258199,224730
259348,189253
1609928,265103
262720,84846
933937,248375
258241,223861
259348,189521
191849,184983
258825,205808
2489229,270411
224971,207064
224971,207065
257569,245072
196240,49261
696995,254161
1104357,209873
256944,264852
2220888,199021
224428,224427
256733,271625
256732,271625
224428,224437
224428,224436
224428,224439
224428,224438
224428,224433
224428,224432
224428,224435
224428,224434
224428,224429
224428,224431
224428,224430
225122,202936
1035750,239884
191668,191661
224993,207065
224993,207064
88024,258909
1813527,245072
1138471,200629
189740,251795
56575,185625
257065,261967
90278,189521
60616,60551
764998,245072
258127,229156
60616,60570
256944,265792
1745328,263736
190111,240763
258063,231367
229045,82648
55766,211498
55766,211564
3206380,3206377
229045,82723
258572,215973
223711,248232
258246,226409
189796,251234
191157,208947
190007,245072
190956,215767
1609928,267353
55766,212491
55766,212492
1205108,234061
3222177,2715685
223048,269854
1307216,214512
229436,71750
191741,191744
189688,255486
1409482,191368
256963,267353
970770,1208115
55396,224432
55396,224434
55396,224430
259348,193501
764301,269165
2591199,259453
224422,228283
55273,229156
733048,189836
1136694,260136
191787,191785
191786,191785
2660528,206235
191183,210795
225122,207209
225122,207185
258237,229156
224224,235339
257488,252729
224553,225113
1544819,192158
3206380,3210710
90320,192338
257919,239884
224574,225113
1205108,236874
258813,212591
257095,265846
55273,231007
258818,212591
1205108,238500
1374023,245284
1035750,245072
259079,205182
1205108,237984
1205108,237982
225272,204703
1240386,192951
253780,1418335
257800,245072
259219,201019
225178,207841
192157,183039
90203,198060
256962,271390
224635,225113
224625,225514
192157,183603
258502,224224
55766,217726
1374023,245694
2220888,207080
901177,224730
257939,242409
428070,211046
258331,230336
259348,198991
90738,183039
229370,79674
189740,259818
224700,224702
224701,224700
257468,257474
224697,225113
1508598,270411
1178294,1072938
225976,185589
258100,238500
1206640,194386
1544431,207841
224750,223861
257569,255003
259348,200057
257494,257489
225988,185589
191026,220934
225054,214645
258395,229838
224246,239884
192191,185120
1612856,185331
191975,191973
2489774,1310743
901888,204725
189548,267353
259348,200845
1610933,245072
257919,245072
2289116,2288842
258090,239884
1307761,205629
224271,239884
257928,245072
1206825,188925
190099,250675
258592,224730
2489774,265377
1475870,238502
257646,254386
259401,200232
427649,227207
259404,200232
230447,49261
1612875,185331
90491,194171
257940,246051
226155,183039
225602,200105
192218,186607
89025,239884
1373986,251795
93747,93821
93747,93808
781900,781450
2592253,234061
191026,224011
696995,267353
223377,269815
2118412,245072
2591965,245072
834349,204396
2125585,2120272
195838,75336
2186059,245694
3200352,259453
93777,93698
1104357,222535
257703,254998
1205108,245072
2560161,183038
2017311,232880
3234509,249741
1610947,247187
192276,186607
55766,224035
259491,200232
731584,245694
192276,186664
93808,93719
225677,200213
190411,245072
93808,93955
93808,94109
93821,93762
61432,49261
93821,93746
190629,238677
190630,238677
93808,94344
1205108,247631
224246,245072
736827,84146
3241695,3174816
257375,266861
3241744,2124842
189982,258993
189983,258993
93821,94281
2846481,2842898
93821,94295
225338,211498
192440,183039
192440,183038
2659403,254386
224084,250675
196277,64034
1240264,205808
225109,219055
1205108,247172
3241695,3174287
258720,225612
226168,186607
192456,183039
2287557,245694
1071678,190399
226285,183039
2017311,236338
258246,240903
226294,183038
226234,184832
766890,202166
192180,192158
192120,193915
1210375,84846
223711,263406
225156,218616
225155,218616
259401,205536
427649,233008
1374023,254998
3241695,2124842
225158,218616
259404,205536
226163,187631
1086287,787380
2119775,206724
205861,1865937
2186059,249668
205861,1865877
224327,245072
224979,224980
61187,59630
3241744,3174816
230495,54098
258842,223861
258733,227219
2491473,219282
1207055,189009
192218,192158
192218,192204
225020,224097
258241,242823
259348,208464
258171,244914
258173,245072
2761366,239884
90320,205629
258171,245072
3241744,3174287
258175,245072
258180,245072
258179,245072
258438,237044
258184,245072
258182,245072
190824,236249
258179,245284
258192,245072
257374,270411
258184,245284
258197,245072
258201,245072
258199,245072
2227059,1075414
258199,245284
258882,224097
1307070,236630
258197,245284
190697,240627
1205108,251795
258882,224183
258201,245284
57034,190070
3450260,907868
224697,235466
224026,256223
259491,205536
192276,192158
1568445,1570678
259671,200274
196891,49261
2288219,229156
192031,200486
2693601,245694
968548,245694
224405,245694
90379,206235
258925,224097
1109794,1109795
1109794,1109796
2084765,246108
1071746,192951
225077,225067
225522,211498
189796,270411
1070039,245694
1544431,219282
229492,88538
2692993,267353
3050832,2806091
190619,245072
191219,226643
259456,208562
260268,183373
192405,190185
226163,192158
192405,190122
260268,183830
55273,247119
90417,206235
90100,216419
57357,183039
190824,239884
192500,188039
226163,193064
2964717,231475
2356435,214328
56205,219282
2017284,242823
190805,240956
2356435,214457
2356435,214503
767078,202166
2356435,214421
764998,266861
225155,225161
190914,237982
225155,225113
225161,225113
225158,225161
224263,252879
190829,240763
224524,244914
2118412,254998
1307206,236678
224524,245072
224492,246246
196014,80723
55273,249472
258484,241378
190859,240763
225522,214902
225523,214898
225527,214902
225527,214898
2558433,245694
190799,243003
191985,206235
225217,224730
225533,214898
224026,261967
799106,259957
799112,259957
1070039,249668
900598,259453
192203,200067
224224,256223
257990,258014
226513,185166
90417,209976
225838,206235
258825,232202
191849,211498
260062,194013
697384,268255
259403,214626
985090,787380
191851,211498
259401,214626
225691,211046
225690,211046
257940,259873
1713144,237205
2289063,210950
196014,82785
427535,245694
428070,229156
2289063,211046
2289063,211032
259244,219863
258959,228938
224697,242604
3272672,3272667
55727,238062
806095,45651
55727,238064
901134,245072
225272,225178
427649,242823
260133,193387
260133,193360
258005,259453
427591,245284
91261,185795
190908,242527
259348,218244
258525,243754
191788,215410
264798,49261
264914,45651
225338,224031
258484,245072
258071,258076
90417,212499
226012,203422
259938,200274
799112,262970
3167292,249472
2492928,183039
733033,215004
2425077,189370
226177,198991
1238617,271144
191033,239884
225338,225113
2287527,259453
258521,245160
225338,225178
2575564,767718
258525,245072
225348,225178
2219948,259873
263807,81904
226163,200296
225380,224730
57501,185981
1190901,702776
55766,239884
226163,200556
258723,239884
56266,224730
225690,215767
2429654,49261
55727,241731
1713144,242823
3254832,683858
225392,225178
224750,245072
257940,265103
226188,200966
2389514,245694
265049,44770
225398,225341
224224,261967
900943,254998
224724,246587
259869,205629
91261,189636
1137462,262747
91261,189614
90417,215876
225408,225418
259348,221848
224750,246051
3241695,45055
258884,236630
1069963,259453
1069959,259453
699876,198449
91306,189456
225455,225178
196577,71750
191153,240028
191651,224730
766013,245072
91306,189836
226828,183039
90203,224093
1475870,259453
191180,239884
61352,70243
258662,245284
226452,195100
225496,224730
61636,61642
427591,251325
61636,61643
197337,49261
1140141,183039
2084765,259884
258572,248273
260140,200067
260473,189836
225527,224730
225533,224730
191157,241890
259244,228357
259244,228354
259244,228351
259244,228338
2491118,245072
225522,225113
55766,244751
232604,1054120
232604,1054121
232604,1054119
192120,212181
225527,225113
265025,49261
224724,250138
258884,239884
225876,214626
3241744,45055
225542,225113
225536,225514
193065,183506
259671,215876
258301,258300
848115,848139
224889,245694
258961,237982
193090,183039
3338554,3338555
225122,238702
258740,245284
225564,225113
1173625,194946
230100,84769
1103898,259453
89452,250730
258925,239833
258301,259390
192795,192951
191183,242823
191349,237982
192847,191479
224750,251234
265213,45651
265230,45055
226591,194485
226591,194448
226591,194530
226220,206235
731780,262213
225596,225514
224971,245072
258367,258369
226227,206235
56017,239884
55273,262970
903370,186607
192836,192838
259079,236630
2187263,232880
197599,45651
598514,200388
94546,94545
598514,200409
225622,225612
224993,245072
191601,231674
1138252,245216
731780,263237
259401,227207
196300,86374
191180,245072
258292,261967
732924,228321
231181,54098
427518,258909
224524,260496
227030,183039
226452,200966
1409191,235545
226452,201055
224850,250675
2290137,188951
226452,200993
227040,183039
258884,244914
190908,255032
191393,239884
1714025,224097
259048,239884
2119233,245694
260718,188259
226937,187068
935201,250853
56017,242823
2660729,237971
231391,49261
196723,75336
2356435,2329455
2356435,2329452
254345,1434783
226773,192668
258711,251105
55766,251035
259079,239884
191429,239884
231561,44346
193027,190297
231606,43083
225713,225714
224993,248232
196469,84146
1172166,245694
265243,49261
55766,251617
55766,251652
197709,45651
3168074,240576
429984,185331
191288,245072
260140,207841
264536,71750
260140,207983
2492276,219282
227041,185795
197183,62850
800154,245072
90934,211046
260742,189977
259598,225612
56017,245072
191708,233040
1103898,267166
428762,224155
1767617,1711901
259601,225612
1767617,1711982
1767617,1711979
225157,245072
91306,200105
225156,245072
429274,208947
900946,267481
260185,207841
258288,266861
258171,270411
1103898,266812
259671,224097
1103898,266861
91306,200506
3338808,3338673
226163,214626
265166,54098
259671,224730
260742,191448
2362520,49261
225522,235048
192847,199284
2256218,199021
260133,210795
192360,214626
1118720,857036
3170803,2255283
225527,235048
226308,211046
225178,246063
191550,239884
55766,254998
429274,211046
259401,234061
224750,259873
971258,186794
768393,184069
3201865,245694
190813,263822
196674,82348
2188235,211046
259079,245072
258636,259006
258636,258993
226512,206235
2561021,189459
260817,191448
249667,1585881
249667,1585878
193050,195252
94824,94603
193050,195358
193050,195331
249667,1585896
193032,196027
772064,71750
94824,94860
193064,195187
3398949,1475674
91690,192158
192440,214626
970583,209976
231606,49261
192191,222535
192120,224730
2390570,229156
2592200,270177
226389,211095
2363597,1065390
225974,224097
91703,192158
2017284,267353
2660729,243139
226991,192668
2256218,200210
224993,254753
94860,94603
90278,236647
90362,234061
2121125,195520
225974,224730
3472536,245216
259079,247119
1647800,188259
192015,229156
264741,71750
2437021,1938001
259318,239833
202423,2003565
259317,239833
225658,234940
868155,240205
260602,200259
190867,265103
225321,245694
3168090,245072
1307216,262213
91306,206235
193528,183038
434378,56905
261173,183373
226809,200274
1869275,1711905
1869275,1711901
259348,240028
3404851,245694
1647376,202166
225272,248134
699876,215767
733023,236689
192641,211046
