Project, Dependency
203427,215767
269953,250853
269352,269359
203036,228194
269353,269359
237180,218329
203035,228194
203034,228194
270312,239884
203443,215767
68892,192668
1217567,235017
202029,259899
269869,254324
1589005,255963
270818,225113
202676,240205
3171157,2590874
237293,215767
204460,185563
236044,254998
271304,211032
271304,211046
204367,188925
238274,186607
68709,200232
236614,237982
236392,245072
237591,207841
270380,239884
2300985,204736
237591,208054
237213,219723
2199606,201911
2165224,219282
2199606,202093
1116353,230108
237605,207841
1082687,225178
202676,242204
2765306,2590874
912383,261520
1556271,224097
3416529,229156
237605,208054
204044,199826
2334437,219235
1827634,200388
207843,82446
67105,251234
269953,254317
811472,245072
269826,258714
3447401,3465036
269475,269473
1149324,257843
201802,270411
202159,259368
811461,245072
269472,269815
202772,240596
202776,240596
912376,263237
236735,236630
3484129,229156
203035,232749
2369366,184278
203034,232749
204316,192951
3447401,3464823
744323,229840
235785,266421
271744,200515
1968001,45651
269520,269507
202676,244599
1151576,188267
236465,245694
236483,245284
237145,224730
270312,245072
201820,271434
204136,199597
237476,214626
236035,259453
203925,206235
237145,225113
1149324,259873
203932,206724
237185,224730
202872,239884
270844,230180
1353238,230918
2547089,970789
67232,250675
1692491,200115
202752,244062
238426,186656
1794167,193623
237230,223861
270380,245072
1217979,229156
1353238,230495
270386,245072
202743,245072
238459,186607
203008,237178
202029,267600
237126,228337
2199606,207841
202676,247785
2199606,207974
2199606,207983
1929795,183956
270530,241698
2199606,208045
2199606,208036
2199606,208061
2199606,208062
202676,247866
237112,229156
2164571,245703
207804,89174
204107,204110
204107,204108
204107,204113
204105,204108
204105,204107
204105,204106
204105,204110
204105,204114
204105,204113
204110,204113
204110,204108
204108,204109
204114,204108
204113,204108
203780,214626
202881,242415
1217680,240544
269607,271390
203035,237982
203034,237982
237180,228203
237980,203362
236905,236678
271717,206235
203036,237982
202792,245848
243074,45651
236905,236904
811461,251234
1053573,85754
209144,49261
1555847,244062
237293,225113
1962551,219282
1629698,1100688
204287,200210
818271,1089151
236483,250675
237180,229156
203034,239097
1555519,255691
1217634,244595
67085,259453
236848,239884
779087,207983
203034,239706
207837,90824
202159,266861
779087,207841
3450260,239884
238703,183039
236931,237982
68709,209873
243171,44449
2334656,219282
203475,226643
1590338,225809
2570587,245694
1386581,251254
203008,241281
67685,242060
1677413,1720627
236576,249741
270716,240028
237393,224398
203035,240903
203556,224766
203034,240903
271225,224097
270713,240028
237049,235324
204330,200966
270721,240028
271225,224730
203086,239884
238191,200174
202743,250478
237421,224093
1116353,239884
204108,208596
1353238,236630
1353238,236642
204732,189814
236453,254998
778983,214512
67107,262213
204963,183038
237050,237044
237049,237044
3450260,240912
946817,254158
947973,218244
270019,263632
1590090,236775
270629,245072
880579,211095
238803,183038
2165139,236630
187100,737454
236441,256420
236145,265804
2661946,2661883
238703,186607
2661946,2661886
236338,259873
237145,235048
202676,255108
237326,229492
2661946,2661810
270818,239884
237091,237094
237091,237092
1962613,224097
237090,237092
237090,237091
237090,237094
237092,237094
204008,214151
269869,269854
237071,237982
241748,93134
778983,215767
1083163,224097
946817,255691
2367596,251234
237326,230243
818333,45055
203519,229838
204475,200409
1353238,239884
237457,226643
236799,247187
242342,75336
203784,222199
241725,94545
2661985,2661977
1115873,259522
203174,241365
1250829,270411
68709,215410
203173,241365
208589,73399
237049,239884
1612856,1629837
946817,257533
3450260,245694
237213,234940
3450260,245703
1860599,242823
202752,255003
2661985,2661810
1116353,245072
243171,51280
2661985,2661946
204367,205785
271108,234061
202904,251234
243443,43083
237049,241281
203031,247223
237326,232659
243392,44770
1726090,219282
236921,245694
236921,245703
204367,206235
204436,204428
236307,265103
67377,259058
236955,245072
3416529,245072
3214540,214321
270960,239884
3214540,214328
223660,657547
238828,187339
1353672,230838
3112144,242823
947973,224183
204108,215367
811994,245072
204107,215367
947973,224097
236972,245072
271522,222780
68525,224097
204110,215367
238743,190471
1116353,247119
243418,45651
238974,183603
270818,245072
779132,215767
204475,204725
270104,267353
2369366,203078
1793044,242823
243443,45651
69492,195258
236972,246419
69492,195423
203394,238702
204463,205547
203187,245353
1353238,245072
3400281,1799405
2707802,196471
204460,206501
1185520,202742
271511,225178
237049,245072
1859926,267353
237126,242823
237326,236628
3448669,3447402
1082780,242823
203035,251563
237049,245694
237049,245703
236888,250675
203034,251563
238368,204725
743897,262213
1793044,245072
203249,245072
239079,183039
237553,230336
209685,45651
243392,49261
2165139,245072
811472,265103
236905,250687
239085,183039
813839,191448
237049,246309
818271,54098
2130702,262523
203281,245080
270926,245284
2333664,262500
2199606,224097
2199606,224155
203281,245284
2199606,224183
1116353,251234
204274,214626
205299,183039
68709,223148
237124,245284
1150275,249668
271386,231737
237126,245284
237009,249014
69627,195059
1692491,218244
271640,224097
209134,64744
1082687,248134
1725418,245694
203034,253941
204008,223862
237408,237396
204280,215767
237180,244599
913947,236630
188745,697618
811472,267353
237326,240227
205295,184832
205295,184831
237421,237422
237421,237426
237421,237432
237421,237430
237421,237429
237421,237435
204045,223474
270731,253352
238805,194731
1725467,245216
1711979,1711905
2842909,207003
238974,189521
981268,247119
270200,270201
1082780,245694
270204,270201
203443,242823
1353238,251234
2740683,233034
1286362,227589
209695,49261
1625926,186607
3448806,3447402
203556,239884
243729,43083
778934,229156
73686,71750
1495049,49261
913698,245694
243729,43258
2775184,212293
2604987,245694
203250,249741
1150483,245072
271304,237120
236483,268167
1286362,228302
3248925,205406
202743,265770
2232882,245072
237326,242460
2369366,208499
1116353,255232
270263,270262
1217668,260136
1116353,255239
1353238,251795
743975,265103
202705,267492
237259,245072
1725817,237971
2442382,44770
237049,251795
203561,241344
67880,253285
1353540,244377
236818,259307
2234773,189814
237450,239884
204136,224031
270291,270302
205180,191967
2577565,49261
68709,228194
68167,245072
2128429,2438277
236485,270411
237326,244761
1082780,249668
237145,250675
1286747,218244
2336962,1217746
237574,237396
1116353,258825
2708450,187685
204044,228540
913947,241378
237326,245512
1082780,251384
1386564,270411
204058,228338
203525,245072
271304,241295
2369366,214151
1691788,245694
204668,209873
236979,256789
913698,249668
237596,237619
270523,265792
1963144,224097
203669,240912
239365,183039
270380,270411
270396,270210
1286618,224097
69200,215876
69199,215876
68337,242604
209140,72100
812720,235435
205533,184069
204815,206341
69208,215876
847958,191448
237393,245135
237393,245270
2369366,215410
3317454,185331
239399,183039
2234786,193070
2442382,49261
270415,270411
1523286,229156
243729,49261
270421,270411
3317326,188659
239410,183039
270419,270411
1963156,224097
3484618,245694
1963152,224097
3416529,259453
203597,245072
2740683,237971
68709,232749
3456251,75336
237445,245333
203627,245072
913947,245072
236979,259899
204277,225070
205307,193051
238424,215212
237708,237396
237688,237982
204280,225178
778934,236630
2234786,195257
2234786,195258
236820,265335
2234786,195423
203586,247165
1896894,183039
203034,264392
270837,259453
2113462,809503
271386,242823
947973,239884
203035,264392
848115,189836
204008,234394
2234786,195878
237742,237396
2128429,2442429
2368510,242823
237739,237396
74821,45055
204755,211498
270661,265792
2164781,267353
237293,251795
236735,269196
237293,251874
2199606,236651
2199606,236642
1422058,224097
2199245,247980
238974,200105
1523286,231674
3418107,214762
271428,242823
271304,246684
204958,206235
2880148,2210934
237776,237775
204108,232852
3383295,245694
204106,232852
237778,237775
2369366,220026
239549,183039
204668,215767
237681,240912
74821,46702
2232604,265377
2199606,239884
947875,244897
3456425,75336
204008,236630
2199606,237982
237555,245284
237568,245072
204136,232880
239569,183039
203561,250675
204473,222535
271304,247858
1537746,833910
1220174,192732
271225,250675
712736,195571
239587,183039
210075,49261
847371,215767
237591,245072
913698,257549
238791,208036
203371,257568
271225,251234
209942,54098
203035,268167
203034,268167
847389,215767
2571555,245694
712608,200388
242783,84846
2199606,241698
237293,254998
237590,245848
237145,259873
1625926,200115
2164781,271144
1625926,200232
239630,183039
204668,218244
712483,204725
203173,264911
204055,237510
239641,183039
983578,189977
1793044,261967
237326,255171
271425,246640
236912,268241
236912,268248
236912,268251
236912,268213
236912,268210
239664,183039
913582,263237
1694063,185866
780334,199284
847926,201317
203035,270262
203034,270262
205139,205142
205139,205077
1286747,229156
813429,222698
204025,239884
238814,210129
982923,211032
239335,194171
2503740,251234
243530,64034
2503347,263275
271517,245072
68709,240853
1557408,229156
203034,271315
203034,271317
68709,240974
238394,223861
203035,271315
203035,271317
41338,41326
41338,41344
238805,211498
239327,195223
778983,242823
41344,41326
239327,195423
1185520,224031
239327,195412
778934,245072
239327,195418
239327,195398
239327,195350
271717,239844
3112176,267353
238810,211498
2573333,194386
2234797,203037
1692491,236630
2234799,203037
1084668,205176
204108,239100
2199606,245694
2810287,189379
2234815,203037
239364,195004
237293,259368
41376,41327
237293,259307
41376,41344
239365,195258
239365,195236
205103,208947
239365,195423
827817,827789
239365,195412
239763,183039
2234773,202742
271589,245072
813425,225178
204895,215767
244089,49261
209546,71750
237779,245072
209543,71750
2334437,259453
3214326,245694
239364,196126
238302,229156
2573333,196141
2575564,3272585
780692,192668
204475,229589
205414,200388
270844,269499
847723,212182
1692400,242823
271594,247119
242805,91099
1614315,1614316
238012,239884
1591108,236670
2573333,195852
1591108,236630
238014,239884
2842909,230082
203556,259873
237049,270177
237049,270411
1049639,245694
818271,78009
239125,206292
204282,237982
2573333,198624
237555,255003
237421,259522
271304,257489
711408,245694
237326,262434
271780,242823
238058,239884
1556271,270411
68921,240248
880579,244914
237293,263643
205180,210795
881872,204725
1692365,245694
1692365,245703
204282,238702
778934,250687
239767,187522
2524236,1719505
847712,215767
1286747,236630
238143,237982
239403,199088
41275,49672
237476,258909
239928,183039
847717,215767
271304,259514
778869,253787
205289,208922
204784,224730
1962613,258909
206131,183039
204778,225178
1090040,45651
271225,262743
204145,245072
205426,205427
205859,192158
271809,245072
2524265,1721064
203780,256789
2199606,251234
813190,240067
813190,240069
1793485,260136
882150,199284
205614,200388
204108,247119
1692547,242752
204008,250435
254345,1835856
210501,49261
240016,183038
1055423,71750
204857,224730
204274,242823
1422400,230336
238020,245694
1698144,70243
882150,200966
2708450,207623
2842520,245694
2842520,245703
243626,71930
239767,191573
1692491,245284
203908,254791
3248409,245694
238058,245072
204136,248232
238274,238702
2911888,195510
1222997,1169087
204473,237982
239767,192668
818271,84894
238748,224183
204282,244377
204332,242823
203780,259899
1929474,239884
271664,252863
240028,184983
1725817,263671
204784,229156
237326,269076
204330,243400
271304,264392
1698144,1121049
882267,199284
204287,245072
204267,245694
271096,271103
848115,209978
238805,223861
238332,238702
238397,236630
239558,200641
238396,236630
847926,215767
1692547,247172
205547,206501
780271,215767
204475,239884
780692,203289
238146,245072
237421,267774
74821,65622
847960,215767
847959,215767
239834,193064
238368,238702
204471,240912
983543,206724
203597,268167
237719,258909
68709,255552
812720,259957
238397,238702
205798,200692
238396,238702
68709,256219
68350,267353
204370,245072
69241,239884
3220044,84146
239441,206733
3148705,198277
3148705,198257
271225,270411
1962799,259453
203925,259453
205838,200388
205498,211046
847927,218837
2607036,211046
2674700,211046
204895,229840
1119481,189836
239623,201984
204549,240912
205859,200274
244761,42897
271604,259594
244761,43083
240228,183603
204107,254753
205693,205694
204110,254753
69200,242823
1766563,54098
244761,43258
69208,242823
210869,45651
206354,185795
1929519,245072
238274,244914
226803,600517
2810287,205629
205019,227208
238274,245072
2335440,245694
2306852,83568
3148705,199015
238805,229156
3181018,245694
204000,259453
205575,210795
239596,204744
1799405,2182527
2496490,2591849
3181032,245072
204475,245072
244761,44770
205451,214898
752002,49261
238274,246050
1353845,266142
68467,267353
1929517,245694
812488,271841
239596,205629
1692491,254998
244761,45651
205773,205629
238333,245072
238332,245072
205183,224097
203780,267600
694711,777157
694711,777152
239767,200555
3317326,218244
206244,191368
203694,270411
435156,435157
435155,435157
239998,193623
1151451,249668
271586,263237
239767,200913
205498,214898
204058,259453
847960,221129
2775184,245694
237630,267417
204044,260110
206236,192158
239627,205629
204068,259514
206341,189253
69199,246309
238437,242823
69200,246309
238368,245072
205754,207529
205812,205689
69208,246309
778934,265103
238359,245694
240071,192951
239834,200296
1595158,1177215
204370,251234
2302597,218977
206008,200388
239834,200556
238397,245072
238396,245072
238397,245212
238396,245212
1085809,189379
1152916,206235
240316,185981
2003725,45651
71276,183574
898967,739936
205019,232047
244583,54098
271780,259453
244761,48535
204668,242823
205698,211095
205698,211064
271407,271401
814702,206235
2707595,245694
206047,200388
206047,200409
1151576,249668
271404,271401
238644,238642
205773,208995
204473,249472
238981,228302
206293,192951
244761,49261
209809,84146
238443,245072
204784,239884
239596,209599
205893,205785
778934,267353
238460,245072
238459,245072
3216426,203661
239767,204720
746626,220389
204804,239884
243626,85211
239767,204763
238679,238702
205295,225086
3286121,3286120
3286121,3286122
1692547,256882
1692547,256889
205906,206235
205295,225394
1963144,258909
2775282,246464
238805,235339
238727,237982
239596,211046
2573333,216401
2033849,1211896
1049639,265648
205791,211046
205790,211046
1559374,193623
813407,249668
205969,205629
2269367,204566
3418107,245694
206354,193914
1625926,227208
205967,206008
1963156,258909
1963152,258909
205917,208054
238496,246634
3286121,3287437
238332,251795
2303656,188897
205984,206235
813437,249668
240247,192668
205253,229156
71279,188039
2505621,220073
2505621,220069
206007,206013
206007,206015
206007,205967
243626,88538
206007,206091
206007,206101
204755,245072
68709,268167
206013,206008
206026,205785
204282,259818
1151858,245694
781670,186607
900598,695071
206026,206235
1626252,219282
69160,255003
1424192,191368
2437576,235324
1151847,245694
206579,189352
2707845,245694
71279,189521
240398,189836
206579,189646
206236,200232
69492,245072
205451,224730
1593441,189456
271809,265103
204785,245694
205754,215767
71279,190399
71279,190400
746306,236630
238648,245072
239596,215876
1220174,227208
1929474,258909
205698,218244
238658,245072
206091,206008
71203,193387
71203,193361
239767,210795
239855,208054
205498,224730
820019,49261
206101,206008
203998,271390
206316,199545
238679,245072
2342313,43258
271654,271648
204857,245072
271780,267793
1794060,263736
71006,200388
1794047,263736
1794048,263736
205861,214373
3452864,220073
205861,214371
205861,214321
205861,214337
205861,214503
205861,214470
271809,267353
205861,214439
205861,214452
205861,214457
205861,214406
205861,214421
3317243,229156
238703,245072
3317326,226680
1929795,249472
780899,214109
917035,188146
238532,250669
240652,184849
204895,245072
240028,204573
2810287,219235
205849,215767
206354,200259
239596,218244
813839,242823
205182,236630
268549,1418335
205859,215767
2442382,90824
204668,252913
238724,245694
1794067,263736
2674112,245694
684066,71750
917049,189456
2674109,245694
204473,259453
3148705,212947
2674107,245694
238982,238451
1591743,245216
712483,239884
746306,239884
240228,200105
204471,260136
238347,258714
847712,242823
815069,206235
204502,259453
71006,203576
238459,255757
205861,217675
883428,184435
1830502,186607
206354,202936
240808,183373
240256,200486
205927,216267
712736,233535
71006,204566
3181562,245072
1050971,234061
204282,267481
239410,227208
204835,250675
205182,239884
2606542,245694
206354,203499
815736,186792
70828,210795
2573645,219282
3316953,245694
779353,266861
951004,188659
205861,219235
239534,224097
42367,44770
205861,219282
71006,205629
240652,189682
240651,189682
238273,263702
3387990,3286286
883428,186607
239044,239884
1286618,270411
712736,235841
207062,183039
983578,228330
847712,245694
1428017,1130619
1220174,234061
240820,185981
204282,270177
240787,187257
245364,45651
746306,245072
205861,221848
712483,245072
238913,246156
882267,225178
204576,262213
206615,199015
42442,45651
204668,259453
1760822,3398882
240695,191360
2676117,189790
949829,1276972
813839,249668
1120353,184831
3352177,3352160
3352183,3352160
752212,63680
206354,208464
1492163,193775
847712,249668
71873,183039
239596,226643
2287527,704943
42367,49261
207060,186607
239940,216089
205182,245072
2674418,245694
3352509,196072
2369366,263406
1287009,263736
2437576,246251
2336800,224730
238982,246570
238981,246517
847959,242823
921694,54098
206354,209873
245364,49261
1525860,200388
1525860,200398
239044,245072
71006,211498
1626327,231890
204784,258909
206330,210950
3317454,236642
206330,211046
883428,192951
1766563,78009
205416,239884
1119455,215767
796313,796137
917028,200388
205744,230108
238653,258714
240065,214902
240065,214898
2810851,211046
2405296,200629
3419444,219282
2168085,214626
239279,239833
847928,246344
245555,45651
1929539,270993
1424192,207696
239303,239884
204996,255003
239767,225612
2776070,242823
206566,206564
204475,271330
2234796,245072
3452494,245694
206009,224097
2336962,224097
815924,191448
205859,229156
2234814,245072
2234816,245072
204801,262213
239861,223850
1591761,258633
1289684,185824
847961,247252
71006,215767
206354,214279
239767,227207
239410,238702
71006,216267
206360,214626
883428,196748
205866,230108
207062,192951
240652,200388
240651,200388
815737,198991
2201015,245743
1694351,224730
205740,234766
2164440,2428608
1593649,200966
205416,245072
239406,239884
2168085,220790
1766563,84894
241177,185166
746626,245135
206664,206501
746626,245072
239898,224730
847960,249668
239227,245694
238792,259368
2437262,265377
848234,240912
712799,245072
206670,206673
206676,206672
206676,206670
238814,258909
205406,245922
1422400,267353
205444,245072
207242,189456
206047,226643
205625,239884
1491778,215767
206664,207810
239940,224730
3418107,267353
883428,200105
2505621,242823
780899,232581
815733,202132
2980016,219282
781847,204041
781847,204054
238974,255552
2574551,205629
2270828,183956
239623,236056
1220174,247119
1120353,195920
239514,239513
1118292,259873
2574551,206235
42897,43258
42904,43088
239001,255552
2776221,245694
1158915,49261
951476,189456
204801,267353
882543,229156
951477,189456
70547,235017
238805,261967
3235613,683837
205159,256882
3188619,3188403
239044,254998
205498,246309
3182787,224097
1593649,204997
42897,44213
239487,241344
1153882,206235
1677413,1803985
42941,43083
780709,241378
244972,71750
1559266,223870
994030,967994
245555,54098
917035,209873
815729,204519
746306,259453
240065,224730
951476,191368
3317454,245694
240520,210795
3317454,245703
951477,191368
240065,225143
2572762,1310743
205849,237178
240370,215856
205861,237178
207062,200105
240028,226919
746468,256136
205299,255003
71006,223861
205787,239884
43018,43107
71006,224097
212151,43083
187819,797372
43024,43111
205754,241295
212148,43083
206766,210134
206766,210137
1530877,56479
815727,206797
2572762,265377
1491846,217830
205426,251795
239647,239514
239647,239513
951038,206235
1783781,1653790
3217675,196072
1220174,252678
3317326,251795
3148705,235564
2506082,234061
206146,230108
983578,247119
2141043,2113788
2437576,263612
2168085,229156
820019,75336
240363,218890
71279,217675
3317629,245694
43083,43258
239227,254317
1051128,251404
1434515,948975
1524853,245694
71006,226643
949829,245694
71006,226680
71006,226756
241481,184983
241021,199284
239711,239884
1154758,185796
76587,54098
2371521,213371
206981,206235
205861,240903
205861,241281
206315,227207
205861,241295
1593649,211064
240758,208290
43083,44770
205917,239884
3317243,259453
1154758,186607
207060,204725
1154758,186664
207064,204616
206864,210795
239767,239309
207065,204725
207064,204725
241095,198291
207062,204725
2409886,75781
71006,228330
240256,224730
206733,215531
780334,259368
206733,215590
206733,215561
241093,199284
3317243,258633
70476,245694
245555,61263
2170615,1200696
240205,227208
239767,240763
2578678,2182291
69781,267412
3317637,245694
71006,229843
240902,206235
206244,232015
883428,210744
976515,1519179
813834,271729
212148,49261
212151,49261
1526058,212408
238814,271390
1524853,249668
239487,250675
205861,244701
1289684,201512
1462546,84846
205665,251234
43258,43083
239257,258909
211454,2169266
245433,67357
205103,269196
3206841,1588837
240028,235339
43083,49261
782163,206235
43088,49261
2202866,206235
239855,241281
3387990,3312899
239767,244062
746468,265423
43107,49261
43307,43083
240016,236630
206026,241707
43111,49261
1222997,1222160
43258,44770
246068,49261
1560168,206235
815730,215767
815731,215767
239931,239884
898967,781018
2202866,205416
226512,655973
240433,224730
207179,207178
206354,232749
239767,246051
239767,246053
205754,251795
205756,251869
71279,226409
3453147,245694
2438353,246640
212495,43083
1782282,1711905
2140034,1106104
239820,245072
240228,232749
207232,207217
205416,263701
245433,71750
917028,223861
239855,245072
848115,263640
240820,215410
1154758,194386
3182787,241378
239866,245072
240028,240028
76482,67357
207060,213959
240651,221129
1782350,1711982
241886,183039
1782350,1711979
1782350,1711901
212374,49261
1782350,1711905
71276,229156
2674936,255167
43258,49261
240017,241281
217250,947271
217250,947270
217250,947269
217250,947268
207525,200105
71006,237982
245712,65025
1696391,183039
239596,255232
240205,236630
1120353,215843
239940,245072
815737,221188
815737,221195
1120353,215907
76269,76280
2303245,245072
882150,259368
76269,76250
2026740,429279
241830,186794
206354,237961
241130,208464
815737,221129
3286157,183038
712799,267353
2004011,84856
1120353,215523
2169962,183038
3149046,242520
206294,240763
1592278,267353
205444,267353
71279,232264
1120353,216267
2810287,258633
212608,45651
212495,49261
848115,268403
239940,247119
2033849,210991
2599453,2598931
2599452,2598931
1154758,200115
76482,71750
43577,43345
206329,240912
985890,192158
1559671,231323
3317326,271205
2033849,212048
2033849,212053
752651,82785
2844600,245694
2676646,209314
71006,242823
205782,259006
208181,184613
240201,240763
205773,259453
239596,259453
241033,214898
207494,206235
1556271,1386564
240028,246333
241177,210698
1526743,204725
753509,1106104
42762,70243
2810287,259453
2676117,224290
239767,255003
239767,255011
1593904,219282
240256,239884
1869506,64139
241083,214574
241083,214573
1087101,203037
2033849,214328
2033849,214321
862285,880587
2140034,1117258
1526058,227208
72850,187350
72850,187363
241700,195901
208295,183039
241078,215767
71279,236874
240028,248492
2405296,233185
240381,237982
241228,211702
2033849,214439
2033849,214457
2168085,249598
2676117,229156
206354,245284
206353,245284
240631,231367
1593441,236630
815727,229156
2676667,211074
239767,258639
239834,256789
1627272,237982
1999205,242604
1559374,246059
239767,258894
2438353,259453
780709,267495
2709407,245694
206402,245072
70547,262213
241177,215580
206354,246490
3148705,258607
207062,224730
2203859,188951
1559374,245449
1430481,48295
240241,245072
1999142,245694
1120353,225113
206354,247119
2709174,255167
2438353,262509
239763,260179
1715291,1704584
2709880,234095
2033849,217675
1085911,245072
994563,979490
917049,236670
2033849,219235
3148705,260136
206354,248232
1593441,239884
2336962,258909
207372,216874
3451799,3447402
239861,258633
2033849,218615
2406848,189836
241122,219863
72850,193478
2269367,259873
239855,259453
3207422,1588587
240256,247119
206724,237982
1120353,226643
240228,248134
241177,218837
207099,226643
240258,247412
205790,267353
240743,232581
206207,254998
212339,65300
206354,250853
241033,224730
427585,733198
71203,246546
43916,43942
241083,223399
242384,183039
2405296,242823
2410113,93486
77780,43083
714103,239884
207810,206501
240396,245072
2033511,234061
1594343,1265244
240398,245072
207822,206501
2810287,269507
206354,252258
816401,215767
1866017,183039
207108,229156
951477,222535
241083,224730
240256,250320
1120353,229832
1560278,225032
430880,632794
1593441,245694
206621,245072
240490,243639
3387990,189459
2033849,224031
242455,183039
242058,195472
1593441,245072
240268,251234
206639,245072
815727,237982
2709621,246640
77780,45651
71279,247119
245635,1133780
1594328,219282
2309418,70243
240488,245072
1158915,84846
240799,235564
207640,214898
2732777,1626173
71006,256318
241153,224730
207300,225514
242218,192338
2676117,240288
242523,183039
1560238,229156
240001,261970
240799,237178
71279,249472
1593516,245694
3387990,190399
1593516,245703
783016,206235
1594781,206724
917049,245210
2912672,245694
917049,245072
206735,245284
240228,255552
239767,269815
1560168,232372
240028,261967
206754,245072
2371521,247094
241130,228232
206766,245072
1484081,2590874
71006,259453
71006,259551
1085809,258633
206676,248375
206735,246570
70933,262020
44090,45651
816845,207395
2542376,192338
240982,233558
241563,215561
240433,250675
76918,76913
206961,239884
1091870,70243
1188691,214626
206354,259008
1289459,236630
206026,269333
242322,192951
2407401,185331
1390693,245694
242072,200615
815731,242823
242502,187631
2715489,1121049
1120353,236874
2574551,247187
1593441,251234
1526302,236874
1120353,238257
240799,241281
240708,244062
1120353,237982
1120353,237984
242630,184983
1120353,238124
206878,245072
1289651,234061
2676646,229156
223541,777014
1593649,247103
208658,189836
239993,267353
207062,239884
1257453,183039
71006,263275
714546,236717
207064,239884
1054379,187311
715854,195901
1290000,224097
3352602,245694
1696181,215784
2203859,204766
240880,240836
71006,264082
815737,246536
2438690,265377
245887,85724
883428,245284
241220,230495
2846481,207003
206931,245072
241220,230838
206931,245231
1526302,239884
1053606,213022
71873,237982
613328,229840
3421205,219282
2203170,229156
634117,634116
206653,254478
206653,254486
206653,254434
1085911,259873
206653,254427
206354,263643
3421446,211046
1120353,240856
1120353,240836
1120353,240887
1120353,240882
1120353,240881
1120353,240883
1120353,240870
1120353,240868
206653,254624
206653,254643
242400,195258
242400,195423
2574551,249567
206705,253352
206707,253352
3219151,189836
76547,94198
1390852,245694
242400,195878
1358272,206698
2106755,72100
715854,199017
242502,193064
242630,189331
208501,198991
206692,254998
1492191,251036
208502,198991
2207578,94814
1120353,242823
241569,222832
815732,249668
815726,249668
240813,246546
189228,1846287
72850,211035
240028,271390
207415,233844
917203,250675
1358537,200388
73686,185981
2305101,219282
686787,54098
1627961,237971
2405296,259453
206354,268167
242948,183039
815203,269815
240520,258909
241095,241093
781847,254812
207692,228203
2542203,211046
2542203,211269
207060,248273
2202876,244914
71276,263237
816950,215767
207692,229156
1715577,1719505
247441,45651
207182,245072
1358537,204396
247442,45651
240799,251795
207191,245072
2750191,54098
715870,204638
207184,245694
2338380,239844
207185,245694
240306,268167
242148,211046
242502,200296
240610,258909
1629837,185331
207323,242415
208181,215767
207234,245072
242502,200556
208738,198682
241190,241378
242342,205629
207062,250681
1593441,265103
73160,207529
241748,224097
240652,258224
240651,258224
241202,241378
213597,48535
2203733,219282
242105,213275
3358107,84856
207239,245694
241091,245072
715855,207185
71657,254753
2846832,208947
1120353,251795
2033849,244701
1120353,251869
71279,266861
1594793,223518
1700819,84146
241753,225839
44657,44449
208501,208464
753494,91099
753494,91055
951476,245072
208502,208464
3217698,245694
208785,200274
243171,183039
788821,44770
1121287,224097
1599353,84146
788821,45651
1593441,267353
241700,229156
1257418,200232
1946803,1897262
2885052,3219522
206677,267353
208502,210795
241114,248375
208501,210795
850915,219282
2339666,206235
207618,238628
241359,241378
1222160,245694
1053573,228072
241359,241483
2232601,1428557
242948,192158
241481,237982
3253518,188648
242736,199284
243170,185795
1594793,229156
1257476,200232
241383,241515
208626,208464
212689,82648
240799,259818
929348,935199
212689,82776
209354,186607
818271,184947
788821,49261
242783,199284
2575242,245694
714850,245694
951639,245072
207658,239884
240466,271390
818271,184983
1121439,223861
206783,267353
207180,255003
207180,254998
243332,183039
209072,196553
207296,251795
241481,240763
783743,208054
241130,251795
783743,207841
241130,251869
1086244,267353
2171349,183039
1595533,209314
241130,252107
241482,241378
241673,235413
207062,259873
242606,206761
243376,183039
241193,250675
818271,187497
243118,191321
206837,267353
1290115,239884
1492289,265103
917597,254478
242846,200274
247833,45651
240799,263643
1526302,259453
44770,49261
2676646,249472
733048,733023
2445595,3217698
209324,191561
2846481,230082
241548,241378
241471,243754
1492767,251234
896917,896918
896916,896918
896915,896918
241576,241378
209543,185981
1059714,45055
209546,185981
1289459,263736
1257418,207841
207658,245072
1425858,229156
241599,241598
1257418,207983
850869,228203
209420,190645
209324,193914
1054115,220441
1054115,220433
1154758,245284
208785,211046
818354,188698
2372389,249310
929190,947047
929190,947048
1154758,245694
1290115,245072
207664,246283
208902,208054
207525,250675
243170,194386
1257476,207841
208559,218875
208658,215767
1257476,207983
3220044,185331
241083,259514
1155384,227208
918117,242823
1585140,1584679
3460797,61636
1585141,1584679
247867,49261
1290115,246132
2033849,259307
783042,236630
207735,245072
2170619,214151
242812,206366
241569,245072
1194729,56905
1526921,245072
241748,239884
2643705,229156
241130,259368
951477,258909
208738,215004
2422487,793681
951476,258909
3387990,224097
1121049,245703
207062,267353
1222869,234061
208884,211046
1257549,207775
1257549,207782
1289459,267353
818271,194226
207960,239884
207959,239884
2109330,2113866
3389845,3315044
241789,239884
242808,208464
209572,190122
2338380,258633
1155443,229012
213541,67357
818271,195666
991274,75336
1154758,251325
243626,184403
208520,224097
243626,184446
208522,224097
1698144,183038
2422487,796266
241886,238702
818271,196306
1526993,245694
243344,193775
2033849,263406
209034,208931
241798,241776
1431909,49261
2676667,259453
243151,200274
987663,189456
782583,255441
243626,185795
715240,245694
243717,183039
242379,224730
1290115,251234
3453255,3447402
78762,54098
243171,200232
243383,193654
1296834,43345
241700,246263
3453254,3447402
985890,245072
951477,263237
209403,199545
2408381,189836
2141146,84846
